store_id,category,brand,gender,month,historical_year_count,monthly_units_sold,avg_price_lkr,avg_promotion_percent,total_revenue,total_customer_count,unique_products_sold,holiday_days,festival_days,school_days,weekend_days,promotion_days,max_promotion_percent,avg_campaign_discount,previous_month_sales,previous_2_month_avg,previous_3_month_avg,previous_6_month_avg,same_month_last_year,sales_growth_1m,sales_growth_3m
CP004,Kids,Emerald,Kids,11,5,142.2,1879.76,0.08,281825.64,109.8,31,0,0,0,9,4,30.0,26.73,150.0,140.9,151.73,150.9,110.0,9.1,0.83
CP004,Kids,Emerald,Kids,12,5,212.8,1855.63,0.28,409936.46,169.6,31,1,6,0,9,13,30.0,22.78,142.2,146.1,141.33,146.97,168.8,-3.9,-5.63
CP004,Kids,Hustle,Kids,1,5,106.8,1913.2,0.12,219050.97,80.8,27,0,0,10,9,5,13.0,12.0,109.4,95.2,87.6,82.67,87.2,14.2,4.93
CP004,Kids,Hustle,Kids,2,5,94.8,1951.1,0.0,189481.0,71.2,26,1,0,0,8,0,0.0,0.0,106.8,98.4,92.6,86.13,74.2,8.4,6.47
CP004,Kids,Hustle,Kids,3,5,98.2,1852.26,0.0,192149.31,72.6,26,0,0,0,9,0,0.0,0.0,94.8,100.8,90.33,82.97,82.2,-6.0,7.37
CP004,Kids,Hustle,Kids,4,5,137.6,1953.67,0.07,277371.67,105.0,29,2,9,0,9,7,22.0,17.27,98.2,96.5,99.93,84.5,105.0,1.7,15.43
CP004,Kids,Hustle,Kids,5,5,93.4,1933.79,0.0,189724.46,68.8,24,2,1,0,9,6,15.0,12.58,137.6,117.9,110.2,90.9,74.0,19.7,19.3
CP004,Kids,Hustle,Kids,6,5,87.4,1808.0,0.0,167342.19,64.4,26,1,0,0,9,0,0.0,0.0,93.4,115.5,109.73,90.27,73.0,-22.1,19.47
CP004,Kids,Hustle,Kids,7,5,86.4,1924.18,0.17,170897.28,66.0,27,0,0,0,9,8,20.0,15.86,87.4,90.4,106.13,103.03,66.6,-3.0,3.1
CP004,Kids,Hustle,Kids,8,5,116.6,1915.33,0.0,231188.19,88.4,29,0,0,21,9,7,18.0,13.08,86.4,86.9,89.07,99.63,93.2,-0.5,-10.57
CP004,Kids,Hustle,Kids,9,5,91.4,1771.15,0.0,171081.37,67.0,25,0,0,5,8,0,0.0,0.0,116.6,101.5,96.8,103.27,73.4,15.1,-6.47
CP004,Kids,Hustle,Kids,10,5,94.4,1775.36,0.0,175753.53,68.6,28,1,0,0,9,0,0.0,0.0,91.4,104.0,98.13,102.13,72.4,-12.6,-4.0
CP004,Kids,Hustle,Kids,11,5,98.0,1844.19,0.33,192160.89,73.2,24,0,0,0,9,4,29.0,25.3,94.4,92.9,100.8,94.93,81.0,1.5,5.87
CP004,Kids,Hustle,Kids,12,5,132.2,1828.59,0.36,265170.93,101.8,24,1,6,0,9,13,30.0,22.32,98.0,96.2,94.6,95.7,109.4,1.8,-1.1
CP004,Kids,King Street,Kids,1,5,35.0,2288.24,0.12,78591.19,24.4,12,0,0,10,9,2,14.0,12.8,44.6,39.1,35.67,30.33,29.4,5.5,5.33
CP004,Kids,King Street,Kids,2,5,31.4,2291.14,0.0,71203.58,22.6,11,1,0,0,8,0,0.0,0.0,35.0,37.8,36.4,31.1,22.0,-2.8,5.3
CP004,Kids,King Street,Kids,3,5,39.2,2220.02,0.0,83872.95,28.8,12,0,0,0,9,0,0.0,0.0,31.4,33.2,33.67,31.2,27.2,-1.8,2.47
CP004,Kids,King Street,Kids,4,5,44.0,2130.48,0.0,90293.43,35.0,11,2,9,0,9,4,23.0,17.67,39.2,35.3,35.2,32.77,32.4,3.9,2.43
CP004,Kids,King Street,Kids,5,5,37.0,2267.7,0.08,81028.57,26.2,13,2,1,0,9,2,13.0,11.83,44.0,41.6,38.2,33.43,30.4,2.4,4.77
CP004,Kids,King Street,Kids,6,5,36.4,2194.13,0.0,80880.63,27.6,12,1,0,0,9,0,0.0,0.0,37.0,40.5,40.07,32.7,26.0,-3.5,7.37
CP004,Kids,King Street,Kids,7,5,34.2,2238.11,0.0,74227.03,24.8,12,0,0,0,9,4,19.0,14.33,36.4,36.7,39.13,37.17,26.4,-0.3,1.97
CP004,Kids,King Street,Kids,8,5,36.8,2320.87,0.0,87000.47,27.0,12,0,0,21,9,3,17.0,14.55,34.2,35.3,35.87,37.03,24.8,-1.1,-1.17
CP004,Kids,King Street,Kids,9,5,32.6,2247.66,0.0,75432.33,24.6,12,0,0,5,8,0,0.0,0.0,36.8,35.5,35.8,37.93,23.8,1.3,-2.13
CP004,Kids,King Street,Kids,10,5,38.6,2302.92,0.0,86572.71,28.6,14,1,0,0,9,0,0.0,0.0,32.6,34.7,34.53,36.83,28.8,-2.1,-2.3
CP004,Kids,King Street,Kids,11,5,42.2,2211.74,0.28,90999.64,30.4,13,0,0,0,9,2,23.0,19.8,38.6,35.6,36.0,35.93,33.6,3.0,0.07
CP004,Kids,King Street,Kids,12,5,53.8,2120.22,0.0,111664.07,39.0,13,1,6,0,9,6,28.0,22.23,42.2,40.4,37.8,36.8,44.6,1.8,1.0
CP004,Kids,Libera,Kids,1,5,39.0,1913.11,0.0,71030.14,30.8,11,0,0,10,9,2,11.0,10.33,47.0,43.1,39.0,34.57,30.2,3.9,4.43
CP004,Kids,Libera,Kids,2,5,57.6,1989.59,0.0,111459.74,44.0,13,1,0,0,8,0,0.0,0.0,39.0,39.7,39.53,34.87,48.2,-0.7,4.67
CP004,Kids,Libera,Kids,3,5,52.6,2072.09,0.0,105595.0,43.2,11,0,0,0,9,0,0.0,0.0,57.6,48.3,42.0,37.33,38.2,9.3,4.67
CP004,Kids,Libera,Kids,4,5,59.4,1967.01,0.23,112806.61,49.4,11,2,9,0,9,3,21.0,16.53,52.6,55.1,49.73,39.7,50.2,-2.5,10.03
CP004,Kids,Libera,Kids,5,5,47.0,1978.37,0.11,95304.28,36.6,12,2,1,0,9,2,11.0,9.83,59.4,56.0,56.53,41.93,36.2,3.4,14.6
CP004,Kids,Libera,Kids,6,5,43.4,1964.98,0.0,87573.83,33.6,11,1,0,0,9,0,0.0,0.0,47.0,53.2,53.0,41.93,33.4,-6.2,11.07
CP004,Kids,Libera,Kids,7,5,41.4,2163.61,0.0,85181.0,31.0,11,0,0,0,9,3,19.0,15.42,43.4,45.2,49.93,49.83,30.6,-1.8,0.1
CP004,Kids,Libera,Kids,8,5,40.6,1820.84,0.0,74332.44,30.4,11,0,0,21,9,2,19.0,16.83,41.4,42.4,43.93,50.23,31.8,-1.0,-6.3
CP004,Kids,Libera,Kids,9,5,39.4,1896.43,0.0,76820.14,30.4,11,0,0,5,8,0,0.0,0.0,40.6,41.0,41.8,47.4,28.0,-0.4,-5.6
CP004,Kids,Libera,Kids,10,5,43.8,2057.07,0.0,90550.62,33.8,12,1,0,0,9,0,0.0,0.0,39.4,40.0,40.47,45.2,30.8,-0.6,-4.73
CP004,Kids,Libera,Kids,11,5,50.6,2055.09,0.0,102924.05,40.0,13,0,0,0,9,1,16.0,16.0,43.8,41.6,41.27,42.6,39.2,2.2,-1.33
CP004,Kids,Libera,Kids,12,5,62.4,2172.0,0.25,133927.24,50.6,12,1,6,0,9,5,28.0,22.73,50.6,47.2,44.6,43.2,47.0,3.4,1.4
CP004,Kids,Miss Modano,Kids,1,5,92.6,2078.62,0.04,184052.71,68.6,21,0,0,10,9,5,15.0,12.7,94.8,78.8,77.6,70.73,69.0,16.0,6.87
CP004,Kids,Miss Modano,Kids,2,5,79.0,1842.44,0.0,144544.53,58.8,22,1,0,0,8,0,0.0,0.0,92.6,84.9,77.53,72.9,62.6,7.7,4.63
CP004,Kids,Miss Modano,Kids,3,5,93.2,2019.43,0.0,191498.67,72.6,23,0,0,0,9,0,0.0,0.0,79.0,85.8,79.07,72.9,76.8,-6.8,6.17
CP004,Kids,Miss Modano,Kids,4,5,103.8,1954.1,0.0,192581.52,81.0,22,2,9,0,9,8,24.0,18.56,93.2,86.1,88.27,75.07,83.6,7.1,13.2
CP004,Kids,Miss Modano,Kids,5,5,92.4,1918.34,0.0,173996.79,70.4,23,2,1,0,9,3,14.0,12.28,103.8,98.5,92.0,75.6,74.8,5.3,16.4
CP004,Kids,Miss Modano,Kids,6,5,88.4,1939.61,0.0,169242.75,61.8,24,1,0,0,9,0,0.0,0.0,92.4,98.1,96.47,76.8,66.8,-5.7,19.67
CP004,Kids,Miss Modano,Kids,7,5,78.0,2026.95,0.0,155971.97,59.6,23,0,0,0,9,4,19.0,13.83,88.4,90.4,94.87,91.57,62.0,-2.0,3.3
CP004,Kids,Miss Modano,Kids,8,5,88.6,2051.65,0.09,176063.95,67.0,22,0,0,21,9,6,18.0,13.75,78.0,83.2,86.27,89.13,67.4,-5.2,-2.87
CP004,Kids,Miss Modano,Kids,9,5,76.2,1949.77,0.0,150844.52,56.4,22,0,0,5,8,0,0.0,0.0,88.6,83.3,85.0,90.73,62.2,5.3,-5.73
CP004,Kids,Miss Modano,Kids,10,5,100.4,1942.84,0.0,188593.53,74.8,25,1,0,0,9,0,0.0,0.0,76.2,82.4,80.93,87.9,75.2,-6.2,-6.97
CP004,Kids,Miss Modano,Kids,11,5,85.0,1922.41,0.22,159481.69,62.6,22,0,0,0,9,4,28.0,23.9,100.4,88.3,88.4,87.33,62.8,12.1,1.07
CP004,Kids,Miss Modano,Kids,12,5,119.2,2030.25,0.14,232011.39,93.2,25,1,6,0,9,11,30.0,22.28,85.0,92.7,87.2,86.1,94.8,-7.7,1.1
CP004,Kids,Modano,Kids,1,5,66.2,2028.74,0.17,137376.46,49.8,22,0,0,10,9,4,14.0,12.14,55.2,53.4,53.73,53.63,53.8,1.8,0.1
CP004,Kids,Modano,Kids,2,5,63.4,2097.68,0.0,134646.4,47.8,21,1,0,0,8,0,0.0,0.0,66.2,52.5,52.2,52.97,50.2,13.7,-0.77
CP004,Kids,Modano,Kids,3,5,66.6,2063.13,0.0,136051.9,49.6,21,0,0,0,9,0,0.0,0.0,63.4,64.8,51.73,51.37,55.6,-1.4,0.37
CP004,Kids,Modano,Kids,4,5,79.0,1985.99,0.16,162165.25,57.6,20,2,9,0,9,7,24.0,17.75,66.6,65.0,65.4,52.57,64.8,1.6,12.83
CP004,Kids,Modano,Kids,5,5,70.8,2090.23,0.0,146885.32,53.8,23,2,1,0,9,5,15.0,12.75,79.0,72.8,69.67,54.07,58.0,6.2,15.6
CP004,Kids,Modano,Kids,6,5,61.4,1927.29,0.0,118160.23,46.6,20,1,0,0,9,0,0.0,0.0,70.8,74.9,72.13,54.87,49.0,-4.1,17.27
CP004,Kids,Modano,Kids,7,5,66.0,2033.24,0.06,134162.48,49.8,22,0,0,0,9,5,19.0,14.14,61.4,66.1,70.4,67.9,53.8,-4.7,2.5
CP004,Kids,Modano,Kids,8,5,73.2,2107.21,0.29,151478.4,53.4,21,0,0,21,9,5,20.0,15.25,66.0,63.7,66.07,67.87,59.8,2.3,-1.8
CP004,Kids,Modano,Kids,9,5,60.6,2067.58,0.0,128309.8,45.0,20,0,0,5,8,0,0.0,0.0,73.2,69.6,66.87,69.5,47.0,3.6,-2.63
CP004,Kids,Modano,Kids,10,5,66.0,2147.14,0.0,137891.72,51.0,22,1,0,0,9,0,0.0,0.0,60.6,66.9,66.6,68.5,54.4,-6.3,-1.9
CP004,Kids,Modano,Kids,11,5,64.2,2040.03,0.0,132212.45,45.6,20,0,0,0,9,2,29.0,25.5,66.0,63.3,66.6,66.33,51.6,2.7,0.27
CP004,Kids,Modano,Kids,12,5,66.2,2134.1,0.09,134650.51,51.0,20,1,6,0,9,10,30.0,23.13,64.2,65.1,63.6,65.23,55.2,-0.9,-1.63
CP004,Men,Emerald,Men,1,5,108.2,3604.12,0.1,391484.57,82.8,32,0,0,10,9,7,15.0,13.07,102.6,91.5,88.93,84.53,88.8,11.1,4.4
CP004,Men,Emerald,Men,2,5,93.6,3552.99,0.0,337219.1,72.4,28,1,0,0,8,0,0.0,0.0,108.2,95.4,90.4,86.2,74.0,12.8,4.2
CP004,Men,Emerald,Men,3,5,123.4,3647.28,0.0,457861.83,91.8,33,0,0,0,9,0,0.0,0.0,93.6,100.9,90.0,86.3,96.6,-7.3,3.7
CP004,Men,Emerald,Men,4,5,138.0,3615.17,0.03,521056.36,106.0,34,2,9,0,9,8,24.0,16.84,123.4,108.5,108.4,88.9,107.4,14.9,19.5
CP004,Men,Emerald,Men,5,5,133.6,3654.75,0.0,491495.95,106.4,35,2,1,0,9,5,14.0,11.93,138.0,130.7,118.33,93.63,110.0,7.3,24.7
CP004,Men,Emerald,Men,6,5,102.8,3581.8,0.0,387650.48,74.8,30,1,0,0,9,0,0.0,0.0,133.6,135.8,131.67,98.6,82.4,-2.2,33.07
CP004,Men,Emerald,Men,7,5,99.4,3628.63,0.06,366054.98,75.6,32,0,0,0,9,6,20.0,14.9,102.8,118.2,124.8,116.6,78.2,-15.4,8.2
CP004,Men,Emerald,Men,8,5,103.4,3509.26,0.04,368526.42,80.6,32,0,0,21,9,7,20.0,16.03,99.4,101.1,111.93,115.13,78.6,-1.7,-3.2
CP004,Men,Emerald,Men,9,5,108.8,3555.64,0.0,399541.05,83.2,33,0,0,5,8,0,0.0,0.0,103.4,101.4,101.87,116.77,83.6,2.0,-14.9
CP004,Men,Emerald,Men,10,5,103.6,3775.75,0.0,400384.72,78.4,32,1,0,0,9,0,0.0,0.0,108.8,106.1,103.87,114.33,83.8,2.7,-10.47
CP004,Men,Emerald,Men,11,5,107.4,3620.11,0.0,396153.89,83.6,32,0,0,0,9,6,30.0,26.26,103.6,106.2,105.27,108.6,80.4,-2.6,-3.33
CP004,Men,Emerald,Men,12,5,137.2,3616.25,0.47,503355.33,107.0,33,1,6,0,9,15,30.0,22.77,107.4,105.5,106.6,104.23,102.6,1.9,2.37
CP004,Men,Hustle,Men,1,5,86.2,3572.65,0.0,301574.22,65.0,32,0,0,10,9,8,15.0,12.95,99.4,81.3,81.33,78.73,63.8,18.1,2.6
CP004,Men,Hustle,Men,2,5,83.0,3506.19,0.0,287763.33,65.6,30,1,0,0,8,0,0.0,0.0,86.2,84.5,77.4,77.17,66.4,1.7,0.23
CP004,Men,Hustle,Men,3,5,114.0,3512.86,0.0,387951.46,87.4,38,0,0,0,9,0,0.0,0.0,83.0,84.6,78.67,74.67,91.4,-1.6,4.0
CP004,Men,Hustle,Men,4,5,110.0,3465.96,0.15,369878.6,83.6,31,2,9,0,9,9,25.0,17.91,114.0,98.5,94.4,78.83,91.6,15.5,15.57
CP004,Men,Hustle,Men,5,5,94.8,3503.83,0.0,319855.87,75.2,33,2,1,0,9,8,15.0,12.74,110.0,112.0,102.33,80.23,75.6,-2.0,22.1
CP004,Men,Hustle,Men,6,5,84.4,3457.44,0.0,283941.33,64.4,31,1,0,0,9,0,0.0,0.0,94.8,102.4,106.27,82.43,61.6,-7.6,23.83
CP004,Men,Hustle,Men,7,5,98.2,3580.9,0.15,335227.23,77.6,35,0,0,0,9,9,20.0,15.84,84.4,89.6,96.4,95.4,79.0,-5.2,1.0
CP004,Men,Hustle,Men,8,5,100.4,3614.32,0.07,343195.85,78.2,34,0,0,21,9,9,19.0,15.08,98.2,91.3,92.47,97.4,82.0,6.9,-4.93
CP004,Men,Hustle,Men,9,5,83.0,3504.37,0.0,282684.4,66.2,31,0,0,5,8,0,0.0,0.0,100.4,99.3,94.33,100.3,67.4,1.1,-5.97
CP004,Men,Hustle,Men,10,5,100.8,3587.08,0.0,348412.03,78.6,34,1,0,0,9,0,0.0,0.0,83.0,91.7,93.87,95.13,81.4,-8.7,-1.27
CP004,Men,Hustle,Men,11,5,79.6,3571.71,0.0,272045.48,61.0,31,0,0,0,9,6,30.0,24.25,100.8,91.9,94.73,93.6,63.2,8.9,1.13
CP004,Men,Hustle,Men,12,5,123.8,3455.72,0.32,409292.07,95.6,35,1,6,0,9,15,30.0,21.77,79.6,90.2,87.8,91.07,99.4,-10.6,-3.27
CP004,Men,King Street,Men,1,5,32.4,3666.66,0.0,114447.56,25.8,13,0,0,10,9,3,13.0,11.83,43.4,36.9,33.87,29.93,26.2,6.5,3.93
CP004,Men,King Street,Men,2,5,31.4,3669.85,0.0,110821.31,23.6,12,1,0,0,8,0,0.0,0.0,32.4,34.9,33.4,29.23,23.4,-2.5,4.17
CP004,Men,King Street,Men,3,5,41.4,3760.38,0.0,153688.0,32.8,15,0,0,0,9,0,0.0,0.0,31.4,31.9,31.33,28.97,33.6,-0.5,2.37
CP004,Men,King Street,Men,4,5,42.8,3800.01,0.23,165470.8,31.4,14,2,9,0,9,3,18.0,12.87,41.4,36.4,35.07,31.37,33.2,5.0,3.7
CP004,Men,King Street,Men,5,5,36.8,3552.19,0.0,129667.32,29.6,13,2,1,0,9,2,15.0,14.17,42.8,42.1,38.53,32.13,29.2,0.7,6.4
CP004,Men,King Street,Men,6,5,32.2,3406.02,0.0,110052.36,25.8,13,1,0,0,9,0,0.0,0.0,36.8,39.8,40.33,32.33,27.6,-3.0,8.0
CP004,Men,King Street,Men,7,5,39.2,3760.75,0.14,145539.64,32.0,14,0,0,0,9,4,19.0,16.0,32.2,34.5,37.27,36.17,30.6,-2.3,1.1
CP004,Men,King Street,Men,8,5,35.6,4007.85,0.0,140677.95,29.4,13,0,0,21,9,3,14.0,10.92,39.2,35.7,36.07,37.3,25.8,3.5,-1.23
CP004,Men,King Street,Men,9,5,30.4,3626.95,0.0,106399.41,24.0,12,0,0,5,8,0,0.0,0.0,35.6,37.4,35.67,38.0,21.6,-1.8,-2.33
CP004,Men,King Street,Men,10,5,33.8,3562.91,0.0,116727.98,26.6,14,1,0,0,9,0,0.0,0.0,30.4,33.0,35.07,36.17,27.8,-2.6,-1.1
CP004,Men,King Street,Men,11,5,37.8,3766.47,0.0,140127.65,28.6,14,0,0,0,9,3,30.0,25.75,33.8,32.1,33.27,34.67,30.4,1.7,-1.4
CP004,Men,King Street,Men,12,5,53.4,3536.56,0.0,187291.7,42.6,15,1,6,0,9,7,30.0,22.17,37.8,35.8,34.0,34.83,43.4,2.0,-0.83
CP004,Men,Libera,Men,1,5,35.0,3629.82,0.19,131581.02,31.4,16,0,0,10,9,3,11.0,10.4,34.8,33.0,32.47,30.67,30.4,1.8,1.8
CP004,Men,Libera,Men,2,5,38.6,3515.29,0.0,152709.88,33.4,16,1,0,0,8,0,0.0,0.0,35.0,31.2,31.2,30.57,31.0,3.8,0.63
CP004,Men,Libera,Men,3,5,30.8,3442.95,0.0,111365.86,27.4,17,0,0,0,9,0,0.0,0.0,38.6,36.8,30.33,31.2,26.0,1.8,-0.87
CP004,Men,Libera,Men,4,5,42.4,3543.83,0.21,160516.41,36.8,18,2,9,0,9,6,25.0,17.76,30.8,34.7,34.8,29.5,36.0,-3.9,5.3
CP004,Men,Libera,Men,5,5,38.4,3474.87,0.0,141424.8,34.4,19,2,1,0,9,3,12.0,11.6,42.4,36.6,37.27,30.03,30.0,5.8,7.23
CP004,Men,Libera,Men,6,5,37.4,3324.01,0.0,135297.92,33.8,19,1,0,0,9,0,0.0,0.0,38.4,40.4,37.2,29.97,30.4,-2.0,7.23
CP004,Men,Libera,Men,7,5,34.6,3514.57,0.28,128108.67,30.6,18,0,0,0,9,5,19.0,15.35,37.4,37.9,39.4,37.1,28.2,-0.5,2.3
CP004,Men,Libera,Men,8,5,30.2,3592.52,0.0,113293.76,27.0,14,0,0,21,9,4,20.0,15.73,34.6,36.0,36.8,37.03,24.8,-1.4,-0.23
CP004,Men,Libera,Men,9,5,38.2,3581.35,0.0,152424.88,31.8,17,0,0,5,8,0,0.0,0.0,30.2,32.4,34.07,35.63,33.6,-2.2,-1.57
CP004,Men,Libera,Men,10,5,38.0,3707.04,0.0,147694.78,33.4,17,1,0,0,9,0,0.0,0.0,38.2,34.2,34.33,36.87,31.4,4.0,-2.53
CP004,Men,Libera,Men,11,5,38.0,3747.4,0.17,145666.97,32.6,18,0,0,0,9,3,28.0,25.57,38.0,38.1,35.47,36.13,31.2,-0.1,-0.67
CP004,Men,Libera,Men,12,5,42.8,3590.3,0.15,159129.23,35.2,17,1,6,0,9,5,27.0,21.71,38.0,38.0,38.07,36.07,34.8,0.0,2.0
CP004,Men,Miss Modano,Men,1,5,107.0,3665.37,0.19,370814.11,83.8,32,0,0,10,9,9,15.0,11.63,97.6,101.6,94.67,88.33,83.8,-4.0,6.33
CP004,Men,Miss Modano,Men,2,5,103.2,3545.01,0.0,362490.45,79.6,33,1,0,0,8,0,0.0,0.0,107.0,92.9,97.13,90.07,83.4,14.1,7.07
CP004,Men,Miss Modano,Men,3,5,99.8,3517.43,0.0,345259.98,78.0,31,0,0,0,9,0,0.0,0.0,103.2,105.1,90.33,89.07,80.4,-1.9,1.27
CP004,Men,Miss Modano,Men,4,5,123.0,3678.49,0.0,447771.98,94.2,33,2,9,0,9,12,25.0,17.63,99.8,101.5,103.33,89.9,103.6,-1.7,13.43
CP004,Men,Miss Modano,Men,5,5,119.4,3475.99,0.06,403658.33,93.6,34,2,1,0,9,6,15.0,13.01,123.0,111.4,108.67,92.2,93.6,11.6,16.47
CP004,Men,Miss Modano,Men,6,5,102.2,3615.95,0.0,357490.45,78.2,28,1,0,0,9,0,0.0,0.0,119.4,121.2,114.07,91.13,74.6,-1.8,22.93
CP004,Men,Miss Modano,Men,7,5,96.6,3584.25,0.11,337575.72,74.0,32,0,0,0,9,8,20.0,15.42,102.2,110.8,114.87,109.1,77.8,-8.6,5.77
CP004,Men,Miss Modano,Men,8,5,115.4,3524.23,0.22,402721.71,89.8,33,0,0,21,9,8,19.0,14.85,96.6,99.4,106.07,107.37,91.2,-2.8,-1.3
CP004,Men,Miss Modano,Men,9,5,104.8,3770.49,0.0,381890.95,82.4,34,0,0,5,8,0,0.0,0.0,115.4,106.0,104.73,109.4,77.0,9.4,-4.67
CP004,Men,Miss Modano,Men,10,5,103.6,3497.19,0.0,350451.33,82.8,30,1,0,0,9,0,0.0,0.0,104.8,110.1,105.6,110.23,80.8,-5.3,-4.63
CP004,Men,Miss Modano,Men,11,5,131.2,3453.59,0.08,450246.14,102.6,34,0,0,0,9,6,29.0,23.75,103.6,104.2,107.93,107.0,105.6,-0.6,0.93
CP004,Men,Miss Modano,Men,12,5,124.8,3569.16,0.07,434485.27,98.8,32,1,6,0,9,18,30.0,21.43,131.2,117.4,113.2,108.97,97.6,13.8,4.23
CP004,Men,Modano,Men,1,5,48.6,3762.85,0.08,184693.98,42.0,25,0,0,10,9,5,15.0,11.58,44.0,40.5,39.47,35.7,39.2,3.5,3.77
CP004,Men,Modano,Men,2,5,48.0,3549.91,0.0,170163.42,39.2,24,1,0,0,8,0,0.0,0.0,48.6,41.8,40.2,36.83,38.4,6.8,3.37
CP004,Men,Modano,Men,3,5,41.2,3634.53,0.0,150577.92,33.2,22,0,0,0,9,0,0.0,0.0,48.0,48.3,41.2,38.27,33.6,-0.3,2.93
CP004,Men,Modano,Men,4,5,50.6,3671.4,0.1,188578.79,40.2,24,2,9,0,9,8,24.0,16.76,41.2,44.6,45.93,38.47,42.4,-3.4,7.47
CP004,Men,Modano,Men,5,5,53.8,3451.75,0.05,188531.78,43.4,25,2,1,0,9,5,15.0,12.26,50.6,45.9,46.6,39.17,38.8,4.7,7.43
CP004,Men,Modano,Men,6,5,45.4,3719.67,0.0,165809.06,38.0,24,1,0,0,9,0,0.0,0.0,53.8,52.2,48.53,40.93,34.6,1.6,7.6
CP004,Men,Modano,Men,7,5,45.0,3668.79,0.1,162790.91,38.2,24,0,0,0,9,10,20.0,14.47,45.4,49.6,49.93,47.93,32.8,-4.2,2.0
CP004,Men,Modano,Men,8,5,40.0,3545.5,0.0,147710.85,35.4,21,0,0,21,9,6,19.0,14.68,45.0,45.2,48.07,47.33,31.4,-0.2,0.73
CP004,Men,Modano,Men,9,5,44.4,3466.43,0.0,157422.04,37.8,23,0,0,5,8,0,0.0,0.0,40.0,42.5,43.47,46.0,31.6,-2.5,-2.53
CP004,Men,Modano,Men,10,5,49.6,3740.74,0.0,188971.65,43.2,26,1,0,0,9,0,0.0,0.0,44.4,42.2,43.13,46.53,37.4,2.2,-3.4
CP004,Men,Modano,Men,11,5,47.6,3478.9,0.12,165944.84,37.8,23,0,0,0,9,3,28.0,25.13,49.6,47.0,44.67,46.37,37.0,2.6,-1.7
CP004,Men,Modano,Men,12,5,61.8,3527.63,0.19,224024.45,49.2,23,1,6,0,9,11,30.0,21.63,47.6,48.6,47.2,45.33,44.0,-1.0,1.87
CP004,Women,Emerald,Women,1,5,191.0,3928.93,0.0,684033.43,145.8,40,0,0,10,9,7,15.0,12.7,207.6,178.1,165.87,158.33,154.4,29.5,7.53
CP004,Women,Emerald,Women,2,5,168.8,3928.83,0.0,628474.12,131.2,35,1,0,0,8,0,0.0,0.0,191.0,178.3,168.4,156.43,130.2,12.7,11.97
CP004,Women,Emerald,Women,3,5,197.0,3962.77,0.0,728183.84,154.8,38,0,0,0,9,0,0.0,0.0,168.8,179.9,164.8,154.03,153.0,-11.1,10.77
CP004,Women,Emerald,Women,4,5,247.4,4057.76,0.14,975886.29,199.4,38,2,9,0,9,11,24.0,15.92,197.0,182.9,185.6,157.43,199.8,14.1,28.17
CP004,Women,Emerald,Women,5,5,201.6,4046.81,0.14,745916.22,156.6,40,2,1,0,9,7,14.0,11.66,247.4,222.2,204.4,167.27,170.2,25.2,37.13
CP004,Women,Emerald,Women,6,5,194.6,4265.63,0.0,800278.13,147.0,40,1,0,0,9,0,0.0,0.0,201.6,224.5,215.33,169.63,153.2,-22.9,45.7
CP004,Women,Emerald,Women,7,5,194.4,4008.15,0.06,719859.27,151.2,37,0,0,0,9,10,19.0,14.8,194.6,198.1,214.53,200.07,160.4,-3.5,14.47
CP004,Women,Emerald,Women,8,5,183.8,4115.25,0.05,723238.41,142.6,40,0,0,21,9,8,18.0,14.88,194.4,194.5,196.87,200.63,152.2,-0.1,-3.77
CP004,Women,Emerald,Women,9,5,187.4,3944.73,0.0,688422.02,144.0,36,0,0,5,8,0,0.0,0.0,183.8,189.1,190.93,203.13,139.8,-5.3,-12.2
CP004,Women,Emerald,Women,10,5,172.6,4290.15,0.0,714299.23,132.2,39,1,0,0,9,0,0.0,0.0,187.4,185.6,188.53,201.53,141.4,1.8,-13.0
CP004,Women,Emerald,Women,11,5,185.4,3967.01,0.17,682930.85,139.6,37,0,0,0,9,8,30.0,24.73,172.6,180.0,181.27,189.07,148.6,-7.4,-7.8
CP004,Women,Emerald,Women,12,5,266.8,3851.06,0.32,983444.84,217.6,38,1,6,0,9,17,28.0,21.81,185.4,179.0,181.8,186.37,207.6,6.4,-4.57
CP004,Women,Hustle,Women,1,5,156.0,3628.22,0.08,583622.49,116.2,36,0,0,10,9,6,15.0,12.78,151.4,132.8,126.07,118.13,128.0,18.6,7.93
CP004,Women,Hustle,Women,2,5,131.6,3412.18,0.0,463071.05,100.8,31,1,0,0,8,0,0.0,0.0,156.0,134.5,127.73,119.37,105.6,21.5,8.37
CP004,Women,Hustle,Women,3,5,148.4,3375.73,0.0,526680.11,109.4,34,0,0,0,9,0,0.0,0.0,131.6,143.8,125.6,116.63,118.2,-12.2,8.97
CP004,Women,Hustle,Women,4,5,173.6,3597.38,0.05,639868.27,136.0,31,2,9,0,9,8,24.0,17.0,148.4,140.0,145.33,120.03,133.4,8.4,25.3
CP004,Women,Hustle,Women,5,5,151.2,3469.31,0.03,548987.53,111.8,34,2,1,0,9,7,15.0,12.13,173.6,161.0,151.2,124.13,126.4,12.6,27.07
CP004,Women,Hustle,Women,6,5,149.4,3559.35,0.0,560060.97,110.4,33,1,0,0,9,0,0.0,0.0,151.2,162.4,157.73,124.03,122.0,-11.2,33.7
