month_period,store_id,category,brand,gender,monthly_units_sold,avg_price_lkr,avg_promotion_percent,total_revenue,total_customer_count,unique_products_sold,holiday_days,festival_days,school_days,weekend_days,promotion_days,max_promotion_percent,avg_campaign_discount,month_date,year,month,quarter,previous_month_sales,previous_2_month_avg,previous_3_month_avg,previous_6_month_avg,same_month_last_year,sales_growth_1m,sales_growth_3m
2025-03,CP006,Accessories,Hustle,Men,69,1981.589,0.0,122935.06,55,7,0,0,0,10,0.0,0.0,0.0,2025-03-01,2025,3,1,35.0,50.5,54.666666666666664,51.0,91.0,-15.5,3.6666666666666643
2025-04,CP006,Accessories,Hustle,Men,12,2344.6116666666667,0.0,39301.3,12,3,2,9,0,8,1.0,20.0,20.0,2025-04-01,2025,4,2,69.0,52.0,56.666666666666664,58.333333333333336,64.0,17.0,-1.6666666666666714
2025-05,CP006,Accessories,Hustle,Men,75,2399.15625,0.9375,179053.07,59,7,2,1,0,9,1.0,15.0,15.0,2025-05-01,2025,5,2,12.0,40.5,38.666666666666664,50.833333333333336,42.0,-28.5,-12.166666666666671
2025-06,CP006,Accessories,Hustle,Men,47,3009.88875,0.0,99401.0,40,5,1,0,0,9,0.0,0.0,0.0,2025-06-01,2025,6,2,75.0,43.5,52.0,53.333333333333336,45.0,31.5,-1.3333333333333357
2025-07,CP006,Accessories,Hustle,Men,24,2312.0924999999997,0.0,45016.869999999995,18,3,0,0,0,8,3.0,20.0,16.666666666666668,2025-07-01,2025,7,3,47.0,61.0,44.666666666666664,50.666666666666664,79.0,-14.0,-6.0
2025-08,CP006,Accessories,Hustle,Men,53,2709.557,0.0,123955.7,45,8,0,0,21,10,0.0,0.0,0.0,2025-08-01,2025,8,3,24.0,35.5,48.666666666666664,43.666666666666664,63.0,-11.5,5.0
2025-09,CP006,Accessories,Hustle,Men,58,2380.049090909091,0.0,80308.9,46,6,0,0,5,8,0.0,0.0,0.0,2025-09-01,2025,9,3,53.0,38.5,41.333333333333336,46.666666666666664,25.0,14.5,-5.333333333333329
2025-10,CP006,Accessories,Hustle,Men,17,2136.6975,0.0,19308.46,12,4,1,0,0,8,0.0,0.0,0.0,2025-10-01,2025,10,4,58.0,55.5,45.0,44.833333333333336,57.0,2.5,0.1666666666666643
2025-11,CP006,Accessories,Hustle,Men,40,3464.376,0.0,150708.31,34,7,0,0,0,10,1.0,30.0,30.0,2025-11-01,2025,11,4,17.0,37.5,42.666666666666664,45.666666666666664,60.0,-20.5,-3.0
2025-12,CP006,Accessories,Hustle,Men,80,2708.0163636363636,0.0,176566.9,64,8,1,6,0,8,3.0,30.0,23.333333333333332,2025-12-01,2025,12,4,40.0,28.5,38.333333333333336,39.833333333333336,63.0,11.5,-1.5
2021-01,CP006,Accessories,Hustle,Unisex,14,2097.822,0.0,24365.33,13,4,0,0,10,10,1.0,15.0,15.0,2021-01-01,2021,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02,CP006,Accessories,Hustle,Unisex,12,2247.69,0.0,23670.39,9,3,1,0,0,8,0.0,0.0,0.0,2021-02-01,2021,2,1,14.0,0.0,0.0,0.0,0.0,14.0,0.0
2021-03,CP006,Accessories,Hustle,Unisex,40,2558.3900000000003,0.0,104978.13,35,5,0,0,0,8,0.0,0.0,0.0,2021-03-01,2021,3,1,12.0,13.0,0.0,0.0,0.0,-1.0,0.0
2021-04,CP006,Accessories,Hustle,Unisex,21,3515.7083333333335,0.0,70018.35,20,3,2,9,0,8,2.0,20.0,20.0,2021-04-01,2021,4,2,40.0,26.0,22.0,0.0,0.0,14.0,22.0
2021-05,CP006,Accessories,Hustle,Unisex,47,2371.3971428571426,0.0,115218.54000000001,40,5,2,1,0,10,1.0,15.0,15.0,2021-05-01,2021,5,2,21.0,30.5,24.333333333333332,0.0,0.0,-9.5,24.333333333333332
2021-06,CP006,Accessories,Hustle,Unisex,41,2827.5042857142857,0.0,113030.57,33,6,1,0,0,8,0.0,0.0,0.0,2021-06-01,2021,6,2,47.0,34.0,36.0,0.0,0.0,13.0,36.0
2021-07,CP006,Accessories,Hustle,Unisex,19,3593.148,2.0,64730.8,15,3,0,0,0,9,2.0,20.0,15.0,2021-07-01,2021,7,3,41.0,44.0,36.333333333333336,29.166666666666668,0.0,-3.0,7.166666666666668
2021-08,CP006,Accessories,Hustle,Unisex,22,3349.8116666666665,0.0,66637.17,18,4,0,0,21,9,0.0,0.0,0.0,2021-08-01,2021,8,3,19.0,30.0,35.666666666666664,30.0,0.0,-11.0,5.666666666666664
2021-09,CP006,Accessories,Hustle,Unisex,41,3307.4083333333333,0.0,127835.22,36,4,0,0,5,8,0.0,0.0,0.0,2021-09-01,2021,9,3,22.0,20.5,27.333333333333332,31.666666666666668,0.0,1.5,-4.333333333333336
2021-10,CP006,Accessories,Hustle,Unisex,34,2573.91,0.0,85533.54000000001,29,4,1,0,0,10,0.0,0.0,0.0,2021-10-01,2021,10,4,41.0,31.5,27.333333333333332,31.833333333333332,0.0,9.5,-4.5
2021-11,CP006,Accessories,Hustle,Unisex,33,2585.5837500000002,0.0,87104.19,22,6,0,0,0,8,1.0,20.0,20.0,2021-11-01,2021,11,4,34.0,37.5,32.333333333333336,34.0,0.0,-3.5,-1.6666666666666643
2021-12,CP006,Accessories,Hustle,Unisex,54,2818.05,0.0,156050.4,44,6,1,6,0,8,2.0,25.0,25.0,2021-12-01,2021,12,4,33.0,33.5,36.0,31.666666666666668,0.0,-0.5,4.333333333333332
2022-01,CP006,Accessories,Hustle,Unisex,39,2448.136,0.0,92646.17,30,5,0,0,10,10,0.0,0.0,0.0,2022-01-01,2022,1,1,54.0,43.5,40.333333333333336,33.833333333333336,14.0,10.5,6.5
2022-02,CP006,Accessories,Hustle,Unisex,38,2610.552,0.0,93492.47,34,4,1,0,0,8,0.0,0.0,0.0,2022-02-01,2022,2,1,39.0,46.5,42.0,37.166666666666664,12.0,-7.5,4.833333333333336
2022-03,CP006,Accessories,Hustle,Unisex,40,2063.38875,0.0,77398.41,37,5,0,0,0,8,0.0,0.0,0.0,2022-03-01,2022,3,1,38.0,38.5,43.666666666666664,39.833333333333336,40.0,-0.5,3.8333333333333286
2022-04,CP006,Accessories,Hustle,Unisex,61,2688.96,0.0,156113.61,51,4,2,9,0,9,1.0,25.0,25.0,2022-04-01,2022,4,2,40.0,39.0,39.0,39.666666666666664,21.0,1.0,-0.6666666666666643
2022-05,CP006,Accessories,Hustle,Unisex,30,1610.4714285714285,0.0,53721.98,22,4,2,1,0,9,1.0,10.0,10.0,2022-05-01,2022,5,2,61.0,50.5,46.333333333333336,44.166666666666664,47.0,10.5,2.1666666666666714
2022-06,CP006,Accessories,Hustle,Unisex,40,2741.305714285714,0.0,102697.46,30,4,1,0,0,8,0.0,0.0,0.0,2022-06-01,2022,6,2,30.0,45.5,43.666666666666664,43.666666666666664,41.0,-15.5,0.0
2022-07,CP006,Accessories,Hustle,Unisex,51,1917.4211111111113,0.0,99769.44,41,5,0,0,0,10,4.0,20.0,17.5,2022-07-01,2022,7,3,40.0,35.0,43.666666666666664,41.333333333333336,19.0,5.0,2.3333333333333286
2022-08,CP006,Accessories,Hustle,Unisex,64,2538.4100000000003,0.0,159667.13,49,5,0,0,21,8,1.0,20.0,20.0,2022-08-01,2022,8,3,51.0,45.5,40.333333333333336,43.333333333333336,22.0,5.5,-3.0
2022-09,CP006,Accessories,Hustle,Unisex,4,655.86,0.0,2623.44,3,1,0,0,5,8,0.0,0.0,0.0,2022-09-01,2022,9,3,64.0,57.5,51.666666666666664,47.666666666666664,41.0,6.5,4.0
2022-10,CP006,Accessories,Hustle,Unisex,20,3546.4559999999997,0.0,65812.05,18,4,1,0,0,10,0.0,0.0,0.0,2022-10-01,2022,10,4,4.0,34.0,39.666666666666664,41.666666666666664,34.0,-30.0,-2.0
2022-11,CP006,Accessories,Hustle,Unisex,42,3295.9966666666664,0.0,123308.46,32,2,0,0,0,8,0.0,0.0,0.0,2022-11-01,2022,11,4,20.0,12.0,29.333333333333332,34.833333333333336,33.0,8.0,-5.5000000000000036
2022-12,CP006,Accessories,Hustle,Unisex,86,2567.7572727272727,0.0,200413.2,72,6,1,6,0,9,2.0,30.0,27.5,2022-12-01,2022,12,4,42.0,31.0,22.0,36.833333333333336,54.0,11.0,-14.833333333333336
2023-01,CP006,Accessories,Hustle,Unisex,33,3263.13875,0.0,99648.78,29,5,0,0,10,9,1.0,15.0,15.0,2023-01-01,2023,1,1,86.0,64.0,49.333333333333336,44.5,39.0,22.0,4.833333333333336
2023-02,CP006,Accessories,Hustle,Unisex,47,2674.40875,0.0,125282.15000000001,40,6,1,0,0,8,0.0,0.0,0.0,2023-02-01,2023,2,1,33.0,59.5,53.666666666666664,41.5,38.0,-26.5,12.166666666666664
2023-03,CP006,Accessories,Hustle,Unisex,40,2838.7642857142855,0.0,103020.78,35,5,0,0,0,8,0.0,0.0,0.0,2023-03-01,2023,3,1,47.0,40.0,55.333333333333336,38.666666666666664,40.0,7.0,16.66666666666667
2023-04,CP006,Accessories,Hustle,Unisex,57,2286.92,0.0,118060.83,43,6,2,9,0,10,0.0,0.0,0.0,2023-04-01,2023,4,2,40.0,43.5,40.0,44.666666666666664,61.0,-3.5,-4.666666666666664
2023-05,CP006,Accessories,Hustle,Unisex,18,2885.995,0.0,38836.240000000005,15,3,2,1,0,8,0.0,0.0,0.0,2023-05-01,2023,5,2,57.0,48.5,48.0,50.833333333333336,30.0,8.5,-2.8333333333333357
2023-06,CP006,Accessories,Hustle,Unisex,36,2970.4466666666667,0.0,97264.8,29,5,1,0,0,8,0.0,0.0,0.0,2023-06-01,2023,6,2,18.0,37.5,38.333333333333336,46.833333333333336,40.0,-19.5,-8.5
2023-07,CP006,Accessories,Hustle,Unisex,64,2000.9199999999998,0.0,127144.39,50,5,0,0,0,10,0.0,0.0,0.0,2023-07-01,2023,7,3,36.0,27.0,37.0,38.5,51.0,9.0,-1.5
2023-08,CP006,Accessories,Hustle,Unisex,21,2918.715,0.0,58175.909999999996,19,4,0,0,21,8,2.0,15.0,12.5,2023-08-01,2023,8,3,64.0,50.0,39.333333333333336,43.666666666666664,64.0,14.0,-4.333333333333329
2023-09,CP006,Accessories,Hustle,Unisex,36,1738.2766666666666,0.0,71969.86,31,4,0,0,5,9,0.0,0.0,0.0,2023-09-01,2023,9,3,21.0,42.5,40.333333333333336,39.333333333333336,4.0,-21.5,1.0
2023-10,CP006,Accessories,Hustle,Unisex,21,2321.6266666666666,0.0,48449.45,19,3,1,0,0,9,0.0,0.0,0.0,2023-10-01,2023,10,4,36.0,28.5,40.333333333333336,38.666666666666664,20.0,7.5,1.6666666666666714
2023-11,CP006,Accessories,Hustle,Unisex,66,2764.079,0.0,166228.89,51,7,0,0,0,8,1.0,20.0,20.0,2023-11-01,2023,11,4,21.0,28.5,26.0,32.666666666666664,42.0,-7.5,-6.666666666666664
2023-12,CP006,Accessories,Hustle,Unisex,66,2969.566,0.0,186106.05,51,7,1,6,0,10,0.0,0.0,0.0,2023-12-01,2023,12,4,66.0,43.5,41.0,40.666666666666664,86.0,22.5,0.3333333333333357
2024-01,CP006,Accessories,Hustle,Unisex,11,2571.1833333333334,0.0,23052.03,9,3,0,0,10,8,1.0,10.0,10.0,2024-01-01,2024,1,1,66.0,66.0,51.0,45.666666666666664,33.0,0.0,5.333333333333336
2024-02,CP006,Accessories,Hustle,Unisex,69,2274.1633333333334,0.0,160986.83,65,3,1,0,0,8,0.0,0.0,0.0,2024-02-01,2024,2,1,11.0,38.5,47.666666666666664,36.833333333333336,47.0,-27.5,10.833333333333329
2024-03,CP006,Accessories,Hustle,Unisex,43,2613.6185714285716,0.0,106953.07,37,7,0,0,0,10,0.0,0.0,0.0,2024-03-01,2024,3,1,69.0,40.0,48.666666666666664,44.833333333333336,40.0,29.0,3.8333333333333286
2024-04,CP006,Accessories,Hustle,Unisex,68,2357.15375,0.0,166409.28,51,5,2,9,0,8,1.0,25.0,25.0,2024-04-01,2024,4,2,43.0,56.0,41.0,46.0,57.0,-13.0,-5.0
2024-05,CP006,Accessories,Hustle,Unisex,44,3071.9077777777775,0.0,119257.48999999999,38,5,2,1,0,8,0.0,0.0,0.0,2024-05-01,2024,5,2,68.0,55.5,60.0,53.833333333333336,18.0,12.5,6.166666666666664
2024-06,CP006,Accessories,Hustle,Unisex,35,2499.7571428571428,0.0,79657.95,28,5,1,0,0,10,0.0,0.0,0.0,2024-06-01,2024,6,2,44.0,56.0,51.666666666666664,50.166666666666664,36.0,-12.0,1.5
2024-07,CP006,Accessories,Hustle,Unisex,6,2688.64,0.0,11370.68,5,2,0,0,0,8,1.0,15.0,15.0,2024-07-01,2024,7,3,35.0,39.5,49.0,45.0,64.0,-4.5,4.0
2024-08,CP006,Accessories,Hustle,Unisex,69,2856.924285714286,0.0,179886.72,57,7,0,0,21,9,1.0,20.0,20.0,2024-08-01,2024,8,3,6.0,20.5,28.333333333333332,44.166666666666664,21.0,-14.5,-15.833333333333332
2024-09,CP006,Accessories,Hustle,Unisex,14,3088.8799999999997,0.0,42884.8,12,3,0,0,5,9,0.0,0.0,0.0,2024-09-01,2024,9,3,69.0,37.5,36.666666666666664,44.166666666666664,36.0,31.5,-7.5
2024-10,CP006,Accessories,Hustle,Unisex,35,2445.26,0.0,76851.04999999999,24,4,1,0,0,8,0.0,0.0,0.0,2024-10-01,2024,10,4,14.0,41.5,29.666666666666668,39.333333333333336,21.0,-27.5,-9.666666666666668
2024-11,CP006,Accessories,Hustle,Unisex,43,2566.324,0.0,106730.73,34,3,0,0,0,9,0.0,0.0,0.0,2024-11-01,2024,11,4,35.0,24.5,39.333333333333336,33.833333333333336,66.0,10.5,5.5
2024-12,CP006,Accessories,Hustle,Unisex,97,2435.049285714286,0.0,202978.97,80,6,1,6,0,9,0.0,0.0,0.0,2024-12-01,2024,12,4,43.0,39.0,30.666666666666668,33.666666666666664,66.0,4.0,-2.9999999999999964
2025-01,CP006,Accessories,Hustle,Unisex,29,2631.07,0.0,65309.97,21,4,0,0,10,8,2.0,15.0,12.5,2025-01-01,2025,1,1,97.0,70.0,58.333333333333336,44.0,11.0,27.0,14.333333333333336
2025-02,CP006,Accessories,Hustle,Unisex,50,2766.0,0.0,141926.46,39,3,1,0,0,8,0.0,0.0,0.0,2025-02-01,2025,2,1,29.0,63.0,56.333333333333336,47.833333333333336,69.0,-34.0,8.5
2025-03,CP006,Accessories,Hustle,Unisex,29,3483.905,0.0,84647.8,24,4,0,0,0,10,0.0,0.0,0.0,2025-03-01,2025,3,1,50.0,39.5,58.666666666666664,44.666666666666664,43.0,10.5,14.0
2025-04,CP006,Accessories,Hustle,Unisex,39,2260.132857142857,0.0,85213.63999999998,32,5,2,9,0,8,0.0,0.0,0.0,2025-04-01,2025,4,2,29.0,39.5,36.0,47.166666666666664,68.0,-10.5,-11.166666666666664
2025-05,CP006,Accessories,Hustle,Unisex,55,2815.157142857143,0.0,144388.06,44,5,2,1,0,9,0.0,0.0,0.0,2025-05-01,2025,5,2,39.0,34.0,39.333333333333336,47.833333333333336,44.0,5.0,-8.5
2025-06,CP006,Accessories,Hustle,Unisex,53,2405.7554545454545,0.0,114878.73,46,4,1,0,0,9,0.0,0.0,0.0,2025-06-01,2025,6,2,55.0,47.0,41.0,49.833333333333336,35.0,8.0,-8.833333333333336
2025-07,CP006,Accessories,Hustle,Unisex,50,2525.1875,0.0,134873.88,42,4,0,0,0,8,2.0,20.0,20.0,2025-07-01,2025,7,3,53.0,54.0,49.0,42.5,6.0,-1.0,6.5
2025-08,CP006,Accessories,Hustle,Unisex,20,3262.1975,0.0,61710.43,15,3,0,0,21,10,1.0,15.0,15.0,2025-08-01,2025,8,3,50.0,51.5,52.666666666666664,46.0,69.0,-1.5,6.666666666666664
2025-09,CP006,Accessories,Hustle,Unisex,61,2015.5744444444442,0.0,111418.20999999999,52,4,0,0,5,8,0.0,0.0,0.0,2025-09-01,2025,9,3,20.0,35.0,41.0,41.0,14.0,-15.0,0.0
2025-10,CP006,Accessories,Hustle,Unisex,43,2347.89,0.0,97833.6,37,5,1,0,0,8,0.0,0.0,0.0,2025-10-01,2025,10,4,61.0,40.5,43.666666666666664,46.333333333333336,35.0,20.5,-2.6666666666666714
2025-11,CP006,Accessories,Hustle,Unisex,23,2946.07,0.0,63943.92,21,4,0,0,0,10,1.0,30.0,30.0,2025-11-01,2025,11,4,43.0,52.0,41.333333333333336,47.0,43.0,-9.0,-5.666666666666664
2025-12,CP006,Accessories,Hustle,Unisex,57,3109.84125,3.75,170259.39,51,4,1,6,0,8,3.0,30.0,30.0,2025-12-01,2025,12,4,23.0,33.0,42.333333333333336,41.666666666666664,97.0,-10.0,0.6666666666666714
2021-01,CP006,Accessories,Hustle,Women,67,2751.6237499999997,0.0,184368.99,55,6,0,0,10,10,2.0,15.0,15.0,2021-01-01,2021,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02,CP006,Accessories,Hustle,Women,41,2749.108888888889,0.0,106587.62,30,6,1,0,0,8,0.0,0.0,0.0,2021-02-01,2021,2,1,67.0,0.0,0.0,0.0,0.0,67.0,0.0
2021-03,CP006,Accessories,Hustle,Women,25,2986.748,0.0,86270.42,18,4,0,0,0,8,0.0,0.0,0.0,2021-03-01,2021,3,1,41.0,54.0,0.0,0.0,0.0,-13.0,0.0
2021-04,CP006,Accessories,Hustle,Women,132,3525.125,0.0,534535.35,108,9,2,9,0,8,1.0,10.0,10.0,2021-04-01,2021,4,2,25.0,33.0,44.333333333333336,0.0,0.0,-8.0,44.333333333333336
2021-05,CP006,Accessories,Hustle,Women,47,3336.686,0.0,161596.57,34,5,2,1,0,10,1.0,10.0,10.0,2021-05-01,2021,5,2,132.0,78.5,66.0,0.0,0.0,53.5,66.0
2021-06,CP006,Accessories,Hustle,Women,50,2734.1691666666666,0.0,152879.56,40,7,1,0,0,8,0.0,0.0,0.0,2021-06-01,2021,6,2,47.0,89.5,68.0,0.0,0.0,-42.5,68.0
2021-07,CP006,Accessories,Hustle,Women,50,2335.6945454545453,1.3636363636363635,129016.62,41,7,0,0,0,9,2.0,20.0,17.5,2021-07-01,2021,7,3,50.0,48.5,76.33333333333333,60.333333333333336,0.0,1.5,15.999999999999993
2021-08,CP006,Accessories,Hustle,Women,57,2124.733333333333,0.0,116752.15,42,8,0,0,21,9,0.0,0.0,0.0,2021-08-01,2021,8,3,50.0,50.0,49.0,57.5,0.0,0.0,-8.5
2021-09,CP006,Accessories,Hustle,Women,54,3547.521666666667,0.0,199099.12,42,6,0,0,5,8,0.0,0.0,0.0,2021-09-01,2021,9,3,57.0,53.5,52.333333333333336,60.166666666666664,0.0,3.5,-7.833333333333329
2021-10,CP006,Accessories,Hustle,Women,69,3523.1927272727276,0.0,267113.82,57,9,1,0,0,10,0.0,0.0,0.0,2021-10-01,2021,10,4,54.0,55.5,53.666666666666664,65.0,0.0,-1.5,-11.333333333333336
2021-11,CP006,Accessories,Hustle,Women,67,3254.076923076923,0.0,252217.47,57,8,0,0,0,8,3.0,25.0,23.333333333333332,2021-11-01,2021,11,4,69.0,61.5,60.0,54.5,0.0,7.5,5.5
2021-12,CP006,Accessories,Hustle,Women,91,2775.068,2.0,298789.26,70,11,1,6,0,8,3.0,30.0,26.666666666666668,2021-12-01,2021,12,4,67.0,68.0,63.333333333333336,57.833333333333336,0.0,-1.0,5.5
2022-01,CP006,Accessories,Hustle,Women,65,3036.0069230769227,0.0,217142.41,54,9,0,0,10,10,2.0,15.0,15.0,2022-01-01,2022,1,1,91.0,79.0,75.66666666666667,64.66666666666667,67.0,12.0,11.0
2022-02,CP006,Accessories,Hustle,Women,82,2865.5768749999997,0.0,274561.75,64,10,1,0,0,8,0.0,0.0,0.0,2022-02-01,2022,2,1,65.0,78.0,74.33333333333333,67.16666666666667,41.0,-13.0,7.166666666666657
2022-03,CP006,Accessories,Hustle,Women,65,3026.272857142857,0.0,204533.36,55,7,0,0,0,8,0.0,0.0,0.0,2022-03-01,2022,3,1,82.0,73.5,79.33333333333333,71.33333333333333,25.0,8.5,8.0
2022-04,CP006,Accessories,Hustle,Women,56,3310.75625,0.0,219000.58999999997,51,6,2,9,0,9,1.0,10.0,10.0,2022-04-01,2022,4,2,65.0,73.5,70.66666666666667,73.16666666666667,132.0,-8.5,-2.5
2022-05,CP006,Accessories,Hustle,Women,45,2511.68,0.0,123676.42,35,7,2,1,0,9,1.0,15.0,15.0,2022-05-01,2022,5,2,56.0,60.5,67.66666666666667,71.0,47.0,-4.5,-3.3333333333333286
2022-06,CP006,Accessories,Hustle,Women,67,2673.463333333333,0.0,212943.1,53,10,1,0,0,8,0.0,0.0,0.0,2022-06-01,2022,6,2,45.0,50.5,55.333333333333336,67.33333333333333,50.0,-5.5,-11.999999999999993
2022-07,CP006,Accessories,Hustle,Women,84,3279.2853846153844,0.0,311744.35,66,8,0,0,0,10,0.0,0.0,0.0,2022-07-01,2022,7,3,67.0,56.0,56.0,63.333333333333336,50.0,11.0,-7.333333333333336
2022-08,CP006,Accessories,Hustle,Women,72,2781.320625,0.0,209981.1,62,8,0,0,21,8,2.0,20.0,20.0,2022-08-01,2022,8,3,84.0,75.5,65.33333333333333,66.5,57.0,8.5,-1.1666666666666714
2022-09,CP006,Accessories,Hustle,Women,42,2580.178,0.0,121185.5,34,7,0,0,5,8,0.0,0.0,0.0,2022-09-01,2022,9,3,72.0,78.0,74.33333333333333,64.83333333333333,54.0,-6.0,9.5
2022-10,CP006,Accessories,Hustle,Women,55,2278.4858333333336,0.0,131849.82,43,8,1,0,0,10,0.0,0.0,0.0,2022-10-01,2022,10,4,42.0,57.0,66.0,61.0,69.0,-15.0,5.0
2022-11,CP006,Accessories,Hustle,Women,81,3552.726923076923,0.0,317682.20999999996,67,7,0,0,0,8,1.0,30.0,30.0,2022-11-01,2022,11,4,55.0,48.5,56.333333333333336,60.833333333333336,67.0,6.5,-4.5
2022-12,CP006,Accessories,Hustle,Women,64,2598.129,0.0,186412.06,54,8,1,6,0,9,2.0,25.0,20.0,2022-12-01,2022,12,4,81.0,68.0,59.333333333333336,66.83333333333333,91.0,13.0,-7.499999999999993
2023-01,CP006,Accessories,Hustle,Women,69,3089.0827272727274,0.0,248324.84,56,7,0,0,10,9,2.0,15.0,15.0,2023-01-01,2023,1,1,64.0,72.5,66.66666666666667,66.33333333333333,65.0,-8.5,0.3333333333333428
2023-02,CP006,Accessories,Hustle,Women,42,2675.536666666667,0.0,140170.27000000002,32,4,1,0,0,8,0.0,0.0,0.0,2023-02-01,2023,2,1,69.0,66.5,71.33333333333333,63.833333333333336,82.0,2.5,7.499999999999993
2023-03,CP006,Accessories,Hustle,Women,65,2880.652307692308,0.0,198383.08000000002,55,9,0,0,0,8,0.0,0.0,0.0,2023-03-01,2023,3,1,42.0,55.5,58.333333333333336,58.833333333333336,65.0,-13.5,-0.5
2023-04,CP006,Accessories,Hustle,Women,71,2462.9546153846154,0.7692307692307693,173311.0,60,8,2,9,0,10,3.0,25.0,20.0,2023-04-01,2023,4,2,65.0,53.5,58.666666666666664,62.666666666666664,56.0,11.5,-4.0
2023-05,CP006,Accessories,Hustle,Women,81,3016.2282352941174,0.0,270189.99,69,8,2,1,0,8,2.0,15.0,12.5,2023-05-01,2023,5,2,71.0,68.0,59.333333333333336,65.33333333333333,45.0,3.0,-5.999999999999993
2023-06,CP006,Accessories,Hustle,Women,74,3425.197272727273,0.0,303810.69,55,8,1,0,0,8,0.0,0.0,0.0,2023-06-01,2023,6,2,81.0,76.0,72.33333333333333,65.33333333333333,67.0,5.0,7.0
2023-07,CP006,Accessories,Hustle,Women,92,3248.343888888889,0.0,320395.44,73,11,0,0,0,10,0.0,0.0,0.0,2023-07-01,2023,7,3,74.0,77.5,75.33333333333333,67.0,84.0,-3.5,8.333333333333329
2023-08,CP006,Accessories,Hustle,Women,52,1955.2884615384614,0.0,94982.37,41,8,0,0,21,8,0.0,0.0,0.0,2023-08-01,2023,8,3,92.0,83.0,82.33333333333333,70.83333333333333,72.0,9.0,11.5
2023-09,CP006,Accessories,Hustle,Women,52,2576.358181818182,0.0,138995.85,46,8,0,0,5,9,0.0,0.0,0.0,2023-09-01,2023,9,3,52.0,72.0,72.66666666666667,72.5,42.0,-20.0,0.1666666666666714
2023-10,CP006,Accessories,Hustle,Women,52,3166.583,0.0,174613.96000000002,46,7,1,0,0,9,0.0,0.0,0.0,2023-10-01,2023,10,4,52.0,52.0,65.33333333333333,70.33333333333333,55.0,0.0,-5.0
2023-11,CP006,Accessories,Hustle,Women,80,2934.8228571428576,0.0,263028.19,71,9,0,0,0,8,1.0,20.0,20.0,2023-11-01,2023,11,4,52.0,52.0,52.0,67.16666666666667,81.0,0.0,-15.166666666666671
2023-12,CP006,Accessories,Hustle,Women,57,2948.4500000000003,0.0,201413.74,49,6,1,6,0,10,2.0,30.0,30.0,2023-12-01,2023,12,4,80.0,66.0,61.333333333333336,67.0,64.0,14.0,-5.666666666666664
2024-01,CP006,Accessories,Hustle,Women,42,3391.344444444445,0.0,147283.62,32,5,0,0,10,8,4.0,15.0,15.0,2024-01-01,2024,1,1,57.0,68.5,63.0,64.16666666666667,69.0,-11.5,-1.1666666666666714
2024-02,CP006,Accessories,Hustle,Women,53,3305.0554545454547,0.0,179230.71,43,7,1,0,0,8,0.0,0.0,0.0,2024-02-01,2024,2,1,42.0,49.5,59.666666666666664,55.833333333333336,42.0,-7.5,3.8333333333333286
2024-03,CP006,Accessories,Hustle,Women,115,3350.1487500000003,0.0,448911.11,107,8,0,0,0,10,0.0,0.0,0.0,2024-03-01,2024,3,1,53.0,47.5,50.666666666666664,56.0,65.0,5.5,-5.333333333333336
2024-04,CP006,Accessories,Hustle,Women,43,3161.3475,0.0,139289.15,33,7,2,9,0,8,4.0,25.0,17.5,2024-04-01,2024,4,2,115.0,84.0,70.0,66.5,71.0,31.0,3.5
2024-05,CP006,Accessories,Hustle,Women,61,2794.619230769231,0.0,182244.11,47,8,2,1,0,8,1.0,10.0,10.0,2024-05-01,2024,5,2,43.0,79.0,70.33333333333333,65.0,81.0,-36.0,5.333333333333329
2024-06,CP006,Accessories,Hustle,Women,34,3027.246666666667,0.0,101276.52,29,6,1,0,0,10,0.0,0.0,0.0,2024-06-01,2024,6,2,61.0,52.0,73.0,61.833333333333336,74.0,9.0,11.166666666666664
2024-07,CP006,Accessories,Hustle,Women,29,2388.817142857143,0.0,64073.57,21,6,0,0,0,8,1.0,20.0,20.0,2024-07-01,2024,7,3,34.0,47.5,46.0,58.0,92.0,-13.5,-12.0
2024-08,CP006,Accessories,Hustle,Women,55,1746.6013333333333,0.0,71628.66,46,5,0,0,21,9,3.0,20.0,15.0,2024-08-01,2024,8,3,29.0,31.5,41.333333333333336,55.833333333333336,52.0,-2.5,-14.5
2024-09,CP006,Accessories,Hustle,Women,64,2518.9363636363637,0.0,192306.01,49,9,0,0,5,9,0.0,0.0,0.0,2024-09-01,2024,9,3,55.0,42.0,39.333333333333336,56.166666666666664,52.0,13.0,-16.83333333333333
2024-10,CP006,Accessories,Hustle,Women,73,3169.9542857142856,0.0,245074.68,56,10,1,0,0,8,0.0,0.0,0.0,2024-10-01,2024,10,4,64.0,59.5,49.333333333333336,47.666666666666664,52.0,4.5,1.6666666666666714
2024-11,CP006,Accessories,Hustle,Women,54,3300.5225,0.0,194060.15,43,5,0,0,0,9,0.0,0.0,0.0,2024-11-01,2024,11,4,73.0,68.5,64.0,52.666666666666664,80.0,4.5,11.333333333333336
2024-12,CP006,Accessories,Hustle,Women,88,2822.954,3.0,307677.18,78,7,1,6,0,9,4.0,30.0,27.5,2024-12-01,2024,12,4,54.0,63.5,63.666666666666664,51.5,57.0,-9.5,12.166666666666664
