date,store_id,product_id,current_stock,reorder_level,max_stock,supplier_lead_time
2022-09-28,CP008,P0653,213,27,300,10
2022-09-28,CP008,P0293,191,56,455,14
2022-09-28,CP008,P0472,144,20,207,3
2022-09-28,CP008,P0619,108,25,159,3
2022-09-28,CP008,P0872,5,5,30,7
2022-09-28,CP008,P0618,113,15,110,14
2022-09-28,CP008,P0947,23,15,121,3
2022-09-28,CP008,P0381,96,29,251,10
2022-09-28,CP008,P0389,54,25,188,10
2022-09-28,CP008,P0256,22,5,30,5
2022-09-28,CP008,P0532,287,38,404,10
2022-09-28,CP008,P0570,49,14,95,7
2022-09-29,CP001,P0484,63,51,369,14
2022-09-29,CP001,P0537,17,5,30,5
2022-09-29,CP001,P0599,133,77,681,10
2022-09-29,CP001,P0282,125,34,257,10
2022-09-29,CP001,P0978,47,10,114,7
2022-09-29,CP001,P0340,66,23,213,10
2022-09-29,CP001,P0207,289,110,842,5
2022-09-29,CP001,P0836,132,76,547,10
2022-09-29,CP001,P0475,16,13,109,7
2022-09-29,CP001,P0680,271,101,685,3
2022-09-29,CP001,P0591,347,62,656,5
2022-09-29,CP001,P0714,258,43,341,14
2022-09-29,CP001,P0306,42,17,168,10
2022-09-29,CP001,P0637,107,64,451,10
2022-09-29,CP001,P0467,118,45,337,14
2022-09-29,CP001,P0754,48,14,103,5
2022-09-29,CP001,P0105,211,48,421,3
2022-09-29,CP001,P0318,51,12,109,5
2022-09-29,CP001,P0812,306,61,372,14
2022-09-29,CP001,P0322,227,68,595,14
2022-09-29,CP001,P0886,5,5,30,10
2022-09-29,CP001,P0136,36,9,75,14
2022-09-29,CP001,P0674,295,103,865,14
2022-09-29,CP001,P0216,152,67,395,3
2022-09-29,CP001,P0314,474,117,1226,7
2022-09-29,CP001,P0161,17,5,30,14
2022-09-29,CP001,P0315,116,30,327,14
2022-09-29,CP001,P0407,259,124,843,3
2022-09-29,CP001,P0032,501,113,996,5
2022-09-29,CP001,P0333,316,101,712,3
2022-09-29,CP001,P0115,89,29,259,5
2022-09-29,CP001,P0556,63,29,234,3
2022-09-29,CP001,P0180,142,38,285,5
2022-09-29,CP001,P0391,116,39,275,7
2022-09-29,CP001,P0780,113,17,130,7
2022-09-29,CP002,P0682,47,21,146,5
2022-09-29,CP002,P0915,21,7,61,3
2022-09-29,CP002,P0760,84,32,173,5
2022-09-29,CP002,P0480,149,23,254,10
2022-09-29,CP002,P0203,162,71,426,5
2022-09-29,CP002,P0364,104,40,236,3
2022-09-29,CP002,P0271,34,25,138,14
2022-09-29,CP002,P0663,151,57,526,3
2022-09-29,CP002,P0720,31,10,49,14
2022-09-29,CP002,P0602,105,39,333,7
2022-09-29,CP002,P0883,74,20,103,10
2022-09-29,CP002,P0563,310,42,465,3
2022-09-29,CP002,P0749,140,41,355,14
2022-09-29,CP002,P0108,158,40,267,14
2022-09-29,CP002,P0492,145,26,247,14
2022-09-29,CP002,P0690,125,80,853,14
2022-09-29,CP002,P0899,128,49,351,3
2022-09-29,CP002,P0415,99,38,233,3
2022-09-29,CP002,P0188,45,49,395,7
2022-09-29,CP002,P0423,159,45,395,10
2022-09-29,CP002,P0044,307,52,366,3
2022-09-29,CP002,P0862,127,99,673,7
2022-09-29,CP002,P0974,35,11,48,5
2022-09-29,CP002,P0521,51,23,221,10
2022-09-29,CP002,P0077,207,27,221,10
2022-09-29,CP002,P0526,179,48,405,3
2022-09-29,CP002,P0608,9,5,30,7
2022-09-29,CP002,P0425,116,26,222,3
2022-09-29,CP002,P0300,102,20,122,5
2022-09-29,CP002,P0429,50,36,309,5
2022-09-29,CP002,P0633,145,35,307,10
2022-09-29,CP002,P0222,101,50,376,3
2022-09-29,CP002,P0462,245,70,750,10
2022-09-29,CP003,P0068,152,77,661,10
2022-09-29,CP003,P0254,21,5,30,7
2022-09-29,CP003,P0027,84,50,233,5
2022-09-29,CP003,P0492,64,21,177,10
2022-09-29,CP003,P0547,28,6,35,5
2022-09-29,CP003,P0722,67,18,212,3
2022-09-29,CP003,P0951,324,79,493,10
2022-09-29,CP003,P0395,6,5,30,5
2022-09-29,CP003,P0146,149,53,402,3
2022-09-29,CP003,P0646,416,66,755,5
2022-09-29,CP003,P0912,42,24,195,5
2022-09-29,CP003,P0272,193,52,424,3
2022-09-29,CP003,P0178,100,43,345,3
2022-09-29,CP003,P0648,65,32,197,7
2022-09-29,CP003,P0994,201,29,216,3
2022-09-29,CP003,P0662,134,40,241,7
2022-09-29,CP003,P0716,74,26,161,10
2022-09-29,CP003,P0985,71,16,78,7
2022-09-29,CP003,P0283,17,14,122,7
2022-09-29,CP003,P0862,536,90,594,3
2022-09-29,CP003,P0561,23,18,121,5
2022-09-29,CP003,P0686,99,43,318,5
2022-09-29,CP003,P0870,233,45,253,7
2022-09-29,CP003,P0096,41,12,83,10
2022-09-29,CP003,P0784,9,5,30,7
2022-09-29,CP003,P0769,94,10,95,10
2022-09-29,CP003,P0115,74,28,147,10
2022-09-29,CP003,P0024,64,25,189,10
2022-09-29,CP003,P0319,88,41,244,10
2022-09-29,CP003,P0650,47,11,93,14
2022-09-29,CP003,P0622,70,25,180,7
2022-09-29,CP003,P0779,137,39,251,5
2022-09-29,CP003,P0853,51,28,178,5
2022-09-29,CP003,P0814,16,8,53,14
2022-09-29,CP003,P0705,67,19,153,10
2022-09-29,CP003,P0223,121,26,291,7
2022-09-29,CP003,P0172,90,44,326,10
2022-09-29,CP003,P0611,59,24,205,5
2022-09-29,CP004,P0701,90,17,175,5
2022-09-29,CP004,P0989,23,6,39,10
2022-09-29,CP004,P0601,89,26,184,7
2022-09-29,CP004,P0471,236,47,445,5
2022-09-29,CP004,P0774,132,55,418,5
2022-09-29,CP004,P0449,54,36,287,3
2022-09-29,CP004,P0937,36,13,93,5
2022-09-29,CP004,P0641,201,37,310,10
2022-09-29,CP004,P0558,338,84,552,3
2022-09-29,CP004,P0659,30,7,40,14
2022-09-29,CP004,P0319,104,25,292,14
2022-09-29,CP004,P0196,100,43,385,3
2022-09-29,CP004,P0129,98,35,204,10
2022-09-29,CP004,P0860,77,25,186,3
2022-09-29,CP004,P0350,8,5,47,10
2022-09-29,CP004,P0680,182,61,509,5
2022-09-29,CP004,P0075,95,22,182,10
2022-09-29,CP004,P0584,53,22,177,7
2022-09-29,CP004,P0473,133,23,205,7
2022-09-29,CP004,P0888,248,62,448,7
2022-09-29,CP004,P0707,123,25,161,10
2022-09-29,CP004,P0053,16,10,71,14
2022-09-29,CP005,P0986,316,71,663,10
2022-09-29,CP005,P0702,21,7,62,3
2022-09-29,CP005,P0845,144,49,378,3
2022-09-29,CP005,P0549,114,63,289,14
2022-09-29,CP005,P0567,71,48,303,14
2022-09-29,CP005,P0579,5,5,30,14
2022-09-29,CP005,P0794,22,6,63,3
2022-09-29,CP005,P0878,219,58,373,7
2022-09-29,CP005,P0367,52,28,167,3
2022-09-29,CP005,P0183,48,13,102,14
2022-09-29,CP005,P0232,25,5,30,10
2022-09-29,CP005,P0728,112,22,224,5
2022-09-29,CP005,P0226,9,5,30,5
2022-09-29,CP005,P0548,51,24,211,5
2022-09-29,CP005,P0604,8,5,30,14
2022-09-29,CP005,P0752,60,21,225,5
2022-09-29,CP005,P0778,100,28,230,10
2022-09-29,CP005,P0126,71,26,157,7
2022-09-29,CP005,P0795,106,32,244,14
2022-09-29,CP005,P0302,99,36,347,14
2022-09-29,CP005,P0042,93,30,316,14
2022-09-29,CP005,P0773,124,31,282,5
2022-09-29,CP005,P0556,51,20,107,7
2022-09-29,CP005,P0815,188,41,187,5
2022-09-29,CP005,P0100,129,38,188,10
2022-09-29,CP005,P0880,48,23,148,3
2022-09-29,CP005,P0512,42,19,201,7
2022-09-29,CP005,P0666,93,24,256,7
2022-09-29,CP005,P0285,87,29,143,10
2022-09-29,CP005,P0128,162,36,272,7
2022-09-29,CP005,P0198,222,39,250,5
2022-09-29,CP005,P0067,50,10,77,14
2022-09-29,CP005,P0150,115,23,171,5
2022-09-29,CP005,P0288,300,49,339,7
2022-09-29,CP005,P0239,112,33,339,5
2022-09-29,CP005,P0456,33,6,63,10
2022-09-29,CP005,P0949,362,51,376,5
2022-09-29,CP005,P0111,102,30,234,7
2022-09-29,CP005,P0760,37,16,112,7
2022-09-29,CP005,P0339,260,74,431,14
2022-09-29,CP005,P0900,214,37,340,14
2022-09-29,CP005,P0913,223,62,365,14
2022-09-29,CP005,P0818,261,79,574,10
2022-09-29,CP005,P0799,285,53,535,10
2022-09-29,CP006,P0548,133,35,411,7
2022-09-29,CP006,P0407,559,225,1683,5
2022-09-29,CP006,P0608,7,5,39,10
2022-09-29,CP006,P0680,323,139,791,3
2022-09-29,CP006,P0117,889,173,1647,10
2022-09-29,CP006,P0234,177,43,258,7
2022-09-29,CP006,P0156,85,65,436,3
2022-09-29,CP006,P0020,448,122,1238,14
2022-09-29,CP006,P0297,56,25,226,5
2022-09-29,CP006,P0486,172,49,281,5
2022-09-29,CP006,P0877,81,54,490,5
2022-09-29,CP006,P0912,153,42,238,7
2022-09-29,CP006,P0219,125,59,352,14
2022-09-29,CP006,P0500,92,21,186,14
2022-09-29,CP006,P0662,193,45,403,5
2022-09-29,CP006,P0787,194,77,422,10
2022-09-29,CP006,P0495,110,45,426,10
2022-09-29,CP006,P0837,180,33,330,3
2022-09-29,CP006,P0965,47,36,307,10
2022-09-29,CP006,P0664,45,29,233,3
2022-09-29,CP006,P0752,90,53,433,3
2022-09-29,CP006,P0635,207,45,312,3
2022-09-29,CP006,P0409,160,49,319,10
2022-09-29,CP006,P0466,5,5,30,7
2022-09-29,CP006,P0072,275,50,465,5
2022-09-29,CP006,P0237,81,31,335,14
2022-09-29,CP006,P0998,70,57,622,10
2022-09-29,CP006,P0093,226,55,362,7
2022-09-29,CP006,P0868,89,53,327,5
2022-09-29,CP006,P0661,35,10,93,7
2022-09-29,CP006,P0301,378,115,799,7
2022-09-29,CP006,P0584,180,64,519,7
2022-09-29,CP006,P0735,50,52,310,7
2022-09-29,CP006,P0239,251,54,476,7
2022-09-29,CP006,P0684,204,64,380,7
2022-09-29,CP006,P0767,217,53,379,3
2022-09-29,CP006,P0377,77,62,467,5
2022-09-29,CP006,P0896,221,46,309,10
2022-09-29,CP007,P0148,270,39,409,10
2022-09-29,CP007,P0249,81,16,124,3
2022-09-29,CP007,P0568,26,20,116,7
2022-09-29,CP007,P0834,34,6,44,3
2022-09-29,CP007,P0418,256,70,491,14
2022-09-29,CP007,P0093,36,21,164,5
2022-09-29,CP007,P0603,70,22,125,14
2022-09-29,CP007,P0786,21,5,30,7
2022-09-29,CP007,P0999,218,24,236,3
2022-09-29,CP007,P0296,120,26,173,7
2022-09-29,CP007,P0528,32,7,44,7
2022-09-29,CP007,P0949,159,47,298,14
2022-09-29,CP007,P0558,120,69,494,14
2022-09-29,CP007,P0329,31,14,112,3
2022-09-29,CP007,P0182,22,5,36,7
2022-09-29,CP007,P0327,91,35,200,10
2022-09-29,CP007,P0325,137,31,204,5
2022-09-29,CP007,P0974,14,5,38,7
2022-09-29,CP007,P0542,19,6,40,10
2022-09-29,CP007,P0755,95,19,151,3
2022-09-29,CP007,P0756,177,54,401,10
2022-09-29,CP007,P0908,100,22,179,10
2022-09-29,CP007,P0843,92,37,247,10
2022-09-29,CP007,P0355,233,53,416,14
2022-09-29,CP007,P0654,23,16,108,10
2022-09-29,CP007,P0543,109,19,117,7
2022-09-29,CP007,P0626,64,26,181,14
2022-09-29,CP007,P0539,239,76,406,3
2022-09-29,CP007,P0689,19,8,41,14
2022-09-29,CP007,P0915,28,6,37,10
2022-09-29,CP007,P0620,40,13,124,5
2022-09-29,CP007,P0026,129,23,201,7
2022-09-29,CP007,P0865,22,10,91,10
2022-09-29,CP007,P0014,69,17,126,5
2022-09-29,CP007,P0360,83,50,405,5
2022-09-29,CP007,P0876,94,25,171,5
2022-09-29,CP007,P0156,72,25,185,10
2022-09-29,CP007,P0983,32,11,70,10
2022-09-29,CP007,P0728,39,25,150,7
2022-09-29,CP007,P0722,50,13,146,10
2022-09-29,CP007,P0848,78,26,199,10
2022-09-29,CP007,P0464,49,27,179,5
2022-09-29,CP007,P0749,118,31,214,7
2022-09-29,CP007,P0328,60,13,151,5
2022-09-29,CP008,P0460,228,50,368,5
2022-09-29,CP008,P0924,204,56,486,10
2022-09-29,CP008,P0688,50,25,127,3
2022-09-29,CP008,P0876,104,26,194,7
2022-09-29,CP008,P0935,146,30,153,5
2022-09-29,CP008,P0792,72,15,161,7
2022-09-29,CP008,P0800,64,15,110,3
2022-09-29,CP008,P0925,97,33,178,14
2022-09-29,CP008,P0984,42,13,86,14
2022-09-29,CP008,P0949,167,39,333,3
2022-09-29,CP008,P0350,7,6,35,7
2022-09-29,CP008,P0462,98,47,277,10
2022-09-29,CP008,P0534,59,16,97,5
2022-09-29,CP008,P0850,90,18,133,3
2022-09-29,CP008,P0346,149,37,312,10
2022-09-29,CP008,P0723,17,5,30,10
2022-09-29,CP008,P0515,59,13,116,3
2022-09-29,CP008,P0588,73,15,120,14
2022-09-29,CP008,P0073,64,16,93,5
2022-09-29,CP008,P0423,168,35,303,7
2022-09-29,CP008,P0635,56,17,134,3
2022-09-29,CP008,P0954,6,5,30,3
2022-09-29,CP008,P0287,112,48,294,5
2022-09-29,CP008,P0481,162,43,398,7
2022-09-29,CP008,P0158,14,9,63,10
2022-09-29,CP008,P0166,175,67,329,7
2022-09-29,CP008,P0557,21,5,30,14
2022-09-29,CP008,P0640,94,39,235,10
2022-09-29,CP008,P0856,26,5,50,5
2022-09-29,CP008,P0417,78,14,136,10
2022-09-29,CP008,P0351,25,16,90,5
2022-09-29,CP008,P0261,90,39,188,10
2022-09-29,CP008,P0170,88,28,213,5
2022-09-29,CP008,P0296,126,30,179,3
2022-09-29,CP008,P0544,97,18,130,10
2022-09-29,CP008,P0634,33,34,229,7
2022-09-29,CP008,P0242,83,19,168,5
2022-09-30,CP001,P0619,41,41,250,5
2022-09-30,CP001,P0682,81,22,257,3
2022-09-30,CP001,P0761,296,42,368,5
2022-09-30,CP001,P0613,191,45,285,5
2022-09-30,CP001,P0562,128,42,347,5
2022-09-30,CP001,P0090,98,37,299,10
2022-09-30,CP001,P0827,48,30,213,5
2022-09-30,CP001,P0372,262,56,395,5
2022-09-30,CP001,P0170,62,61,386,5
2022-09-30,CP001,P0500,65,18,104,7
2022-09-30,CP001,P0708,19,5,30,3
2022-09-30,CP001,P0011,153,94,780,3
2022-09-30,CP001,P0418,519,107,911,3
2022-09-30,CP001,P0101,245,108,655,3
2022-09-30,CP001,P0559,66,16,86,7
2022-09-30,CP001,P0335,88,41,318,10
2022-09-30,CP001,P0784,16,5,30,14
2022-09-30,CP001,P0178,67,53,270,7
2022-09-30,CP001,P0388,155,40,297,5
2022-09-30,CP001,P0448,368,62,419,3
2022-09-30,CP001,P0157,301,32,263,5
2022-09-30,CP001,P0272,107,53,482,7
2022-09-30,CP001,P0841,228,52,403,3
2022-09-30,CP001,P0361,114,19,201,3
2022-09-30,CP001,P0141,313,31,366,10
2022-09-30,CP001,P0324,297,87,444,7
2022-09-30,CP001,P0886,4,5,30,10
2022-09-30,CP001,P0166,432,98,593,10
2022-09-30,CP001,P0165,173,54,432,7
2022-09-30,CP001,P0415,130,39,298,10
2022-09-30,CP001,P0844,592,121,956,14
2022-09-30,CP001,P0362,24,5,30,7
2022-09-30,CP001,P0691,172,53,431,14
2022-09-30,CP002,P0996,49,42,269,3
2022-09-30,CP002,P0023,428,78,689,10
2022-09-30,CP002,P0180,208,40,346,3
2022-09-30,CP002,P0028,16,8,84,7
2022-09-30,CP002,P0874,62,34,245,14
2022-09-30,CP002,P0401,149,29,252,10
2022-09-30,CP002,P0043,138,39,292,14
2022-09-30,CP002,P0474,201,30,190,14
2022-09-30,CP002,P0756,433,75,731,7
2022-09-30,CP002,P0602,101,39,333,7
2022-09-30,CP002,P0222,97,50,376,3
2022-09-30,CP002,P0139,47,33,234,3
2022-09-30,CP002,P0527,39,27,199,14
2022-09-30,CP002,P0060,69,41,299,5
2022-09-30,CP002,P0397,98,41,214,3
2022-09-30,CP002,P0614,132,34,263,5
2022-09-30,CP002,P0408,202,51,262,5
2022-09-30,CP002,P0642,61,39,221,5
2022-09-30,CP002,P0912,84,36,241,5
2022-09-30,CP002,P0300,100,20,122,5
2022-09-30,CP002,P0361,50,18,192,7
2022-09-30,CP002,P0688,98,29,275,7
2022-09-30,CP002,P0170,337,59,398,10
2022-09-30,CP002,P0785,143,42,242,5
2022-09-30,CP002,P0317,379,86,744,5
2022-09-30,CP002,P0663,144,57,526,3
2022-09-30,CP002,P0992,14,5,30,10
2022-09-30,CP002,P0366,64,28,267,3
2022-09-30,CP002,P0722,132,26,214,3
2022-09-30,CP002,P0586,117,42,269,3
2022-09-30,CP002,P0525,227,66,573,3
2022-09-30,CP002,P0307,26,5,30,14
2022-09-30,CP002,P0365,128,37,339,3
2022-09-30,CP002,P0909,65,61,387,7
2022-09-30,CP002,P0050,60,39,257,14
2022-09-30,CP002,P0053,30,17,133,3
2022-09-30,CP002,P0760,81,32,173,5
2022-09-30,CP003,P0701,155,22,255,5
2022-09-30,CP003,P0396,119,26,282,3
2022-09-30,CP003,P0267,19,12,100,14
2022-09-30,CP003,P0190,43,42,228,3
2022-09-30,CP003,P0341,44,29,251,5
2022-09-30,CP003,P0056,141,37,251,5
2022-09-30,CP003,P0831,71,30,195,7
2022-09-30,CP003,P0383,208,47,396,5
2022-09-30,CP003,P0241,7,7,48,10
2022-09-30,CP003,P0793,25,5,30,10
2022-09-30,CP003,P0875,17,5,30,14
2022-09-30,CP003,P0464,326,38,369,5
2022-09-30,CP003,P0973,112,29,314,14
2022-09-30,CP003,P0102,295,70,604,14
2022-09-30,CP003,P0718,263,43,360,5
2022-09-30,CP003,P0013,85,30,207,10
2022-09-30,CP003,P0762,40,30,185,7
2022-09-30,CP003,P0288,88,64,467,5
2022-09-30,CP003,P0456,42,8,61,5
2022-09-30,CP003,P0581,112,27,231,5
2022-09-30,CP003,P0904,307,45,331,5
2022-09-30,CP003,P0345,36,35,175,7
2022-09-30,CP003,P0427,107,35,243,10
2022-09-30,CP003,P0217,175,48,325,5
2022-09-30,CP003,P0177,169,34,265,7
2022-09-30,CP003,P0667,230,39,419,3
2022-09-30,CP003,P0368,241,90,515,10
2022-09-30,CP003,P0122,168,64,337,10
2022-09-30,CP003,P0101,434,78,709,10
2022-09-30,CP003,P0855,240,101,757,10
2022-09-30,CP003,P0729,159,38,242,5
2022-09-30,CP003,P0607,85,24,206,3
2022-09-30,CP003,P0492,62,21,177,10
2022-09-30,CP003,P0023,470,99,687,10
2022-09-30,CP004,P0605,240,49,442,3
2022-09-30,CP004,P0746,50,18,145,7
2022-09-30,CP004,P0267,16,10,80,5
2022-09-30,CP004,P0377,62,29,158,14
2022-09-30,CP004,P0393,159,43,283,10
2022-09-30,CP004,P0570,83,15,127,14
2022-09-30,CP004,P0433,66,22,127,10
2022-09-30,CP004,P0152,94,18,151,5
2022-09-30,CP004,P0447,97,28,182,7
2022-09-30,CP004,P0251,47,27,138,10
2022-09-30,CP004,P0169,12,6,43,5
2022-09-30,CP004,P0357,24,15,98,3
2022-09-30,CP004,P0728,82,26,197,14
2022-09-30,CP004,P0226,6,5,30,5
2022-09-30,CP004,P0021,35,27,200,3
2022-09-30,CP004,P0423,187,30,298,10
2022-09-30,CP004,P0001,161,86,629,3
2022-09-30,CP004,P0874,74,19,167,5
2022-09-30,CP004,P0464,115,31,193,14
2022-09-30,CP004,P0868,51,24,153,7
2022-09-30,CP004,P0059,22,14,109,10
2022-09-30,CP004,P0968,81,36,226,10
2022-09-30,CP004,P0962,186,37,237,5
2022-09-30,CP004,P0088,280,37,341,7
2022-09-30,CP005,P0374,6,7,66,14
2022-09-30,CP005,P0471,258,56,502,10
2022-09-30,CP005,P0196,79,55,328,14
2022-09-30,CP005,P0165,153,36,316,7
2022-09-30,CP005,P0405,124,70,517,5
2022-09-30,CP005,P0494,63,41,267,10
2022-09-30,CP005,P0781,209,39,427,14
2022-09-30,CP005,P0340,64,17,182,14
2022-09-30,CP005,P0147,136,53,324,3
2022-09-30,CP005,P0573,75,23,188,5
2022-09-30,CP005,P0690,201,81,542,14
2022-09-30,CP005,P1000,88,24,203,7
2022-09-30,CP005,P0543,68,29,192,3
2022-09-30,CP005,P0814,34,8,64,14
2022-09-30,CP005,P0709,155,48,346,5
2022-09-30,CP005,P0719,9,5,30,10
2022-09-30,CP005,P0865,42,12,107,5
2022-09-30,CP005,P0527,103,23,180,3
2022-09-30,CP005,P0681,104,40,243,5
2022-09-30,CP005,P0925,231,38,358,14
2022-09-30,CP005,P0567,67,48,303,14
2022-09-30,CP005,P0696,82,49,326,10
2022-09-30,CP005,P0423,169,37,291,3
2022-09-30,CP005,P0920,356,111,689,14
2022-09-30,CP005,P0216,152,41,236,7
2022-09-30,CP005,P0768,230,68,523,3
2022-09-30,CP005,P0113,78,68,399,14
2022-09-30,CP005,P0591,136,53,402,10
2022-09-30,CP005,P0657,24,20,128,7
2022-09-30,CP005,P0730,142,32,219,7
2022-09-30,CP005,P0390,189,70,436,10
2022-09-30,CP005,P0034,135,24,197,5
2022-09-30,CP005,P0353,100,27,187,7
2022-09-30,CP005,P0853,59,23,131,7
2022-09-30,CP005,P0574,53,31,165,14
2022-09-30,CP006,P0379,438,68,675,3
2022-09-30,CP006,P0493,268,49,400,10
2022-09-30,CP006,P0642,177,39,261,3
2022-09-30,CP006,P0871,27,8,93,7
2022-09-30,CP006,P0285,192,48,345,5
2022-09-30,CP006,P0770,191,40,262,10
2022-09-30,CP006,P0976,130,59,540,10
2022-09-30,CP006,P0551,57,48,335,3
2022-09-30,CP006,P0857,144,95,673,3
2022-09-30,CP006,P0747,81,36,249,7
2022-09-30,CP006,P0587,118,49,391,7
2022-09-30,CP006,P0557,15,5,30,5
2022-09-30,CP006,P0455,612,142,1335,7
2022-09-30,CP006,P0030,262,82,662,5
2022-09-30,CP006,P0279,266,97,774,5
2022-09-30,CP006,P0993,179,55,499,5
2022-09-30,CP006,P0827,87,32,287,7
2022-09-30,CP006,P0787,183,77,422,10
2022-09-30,CP006,P0709,542,80,833,3
2022-09-30,CP006,P0387,84,66,424,3
2022-09-30,CP006,P0421,180,64,412,10
2022-09-30,CP006,P0329,58,38,221,10
2022-09-30,CP006,P0748,498,69,565,3
2022-09-30,CP006,P0365,330,53,472,14
2022-09-30,CP006,P0368,1021,118,1165,5
2022-09-30,CP006,P0207,231,119,1068,14
2022-09-30,CP006,P0892,194,99,512,7
2022-09-30,CP006,P0087,104,47,427,7
2022-09-30,CP006,P0016,291,68,538,14
2022-09-30,CP006,P0014,296,49,364,14
2022-09-30,CP006,P0813,225,144,992,14
2022-09-30,CP006,P0865,135,24,212,3
2022-09-30,CP006,P0327,187,68,530,10
2022-09-30,CP006,P0622,166,54,394,7
2022-09-30,CP007,P0240,64,22,116,5
2022-09-30,CP007,P0667,290,28,298,14
2022-09-30,CP007,P0057,185,29,296,3
2022-09-30,CP007,P0316,77,25,225,7
2022-09-30,CP007,P0703,73,17,148,7
2022-09-30,CP007,P0800,51,13,95,3
2022-09-30,CP007,P0823,150,36,268,3
2022-09-30,CP007,P0718,194,23,172,14
2022-09-30,CP007,P0917,63,16,115,3
2022-09-30,CP007,P0404,89,19,219,7
2022-09-30,CP007,P0609,222,66,343,10
2022-09-30,CP007,P0631,41,20,143,14
2022-09-30,CP007,P0802,103,24,232,3
2022-09-30,CP007,P0121,70,21,167,14
2022-09-30,CP007,P0857,159,38,276,5
2022-09-30,CP007,P0749,116,31,214,7
2022-09-30,CP007,P0979,114,29,203,3
2022-09-30,CP007,P0677,83,14,149,7
2022-09-30,CP007,P0413,24,7,59,10
2022-09-30,CP007,P0410,17,8,56,5
2022-09-30,CP007,P0264,65,36,252,7
2022-09-30,CP007,P0081,104,23,185,14
2022-09-30,CP007,P0189,29,9,68,14
2022-09-30,CP007,P0356,247,43,423,7
2022-09-30,CP007,P0009,59,21,177,7
2022-09-30,CP007,P0303,50,20,188,3
2022-09-30,CP007,P0338,83,25,254,5
2022-09-30,CP007,P0285,36,22,146,14
2022-09-30,CP007,P0519,211,58,375,3
2022-09-30,CP007,P0878,137,36,301,10
2022-09-30,CP008,P0269,79,18,153,14
2022-09-30,CP008,P0584,27,22,188,5
2022-09-30,CP008,P0232,22,5,30,3
2022-09-30,CP008,P0469,11,6,34,3
2022-09-30,CP008,P0415,38,20,121,5
2022-09-30,CP008,P0221,126,22,183,14
2022-09-30,CP008,P0166,172,67,329,7
2022-09-30,CP008,P0555,60,30,243,14
2022-09-30,CP008,P0941,51,19,130,10
2022-09-30,CP008,P0991,83,37,234,7
2022-09-30,CP008,P0361,35,12,116,14
2022-09-30,CP008,P0248,57,7,63,3
2022-09-30,CP008,P0252,131,37,364,14
2022-09-30,CP008,P0484,56,30,159,10
2022-09-30,CP008,P0374,25,6,47,5
2022-09-30,CP008,P0182,11,5,30,14
2022-09-30,CP008,P0425,119,16,173,5
2022-09-30,CP008,P0211,67,17,106,14
2022-09-30,CP008,P0483,169,33,247,3
2022-09-30,CP008,P0293,187,56,455,14
2022-09-30,CP008,P0659,22,5,40,10
2022-09-30,CP008,P0763,23,5,30,14
2022-09-30,CP008,P0639,154,49,292,14
2022-09-30,CP008,P0800,63,15,110,3
2022-09-30,CP008,P0196,253,36,344,10
2022-09-30,CP008,P0233,128,22,217,5
2022-09-30,CP008,P0692,76,19,172,14
2022-09-30,CP008,P0214,71,24,181,7
2022-09-30,CP008,P0176,34,7,70,10
2022-09-30,CP008,P0465,88,18,178,10
2022-09-30,CP008,P0920,153,102,480,7
2022-09-30,CP008,P0056,110,26,216,7
2022-09-30,CP008,P0614,48,21,144,3
2022-09-30,CP008,P0630,287,98,535,7
2022-09-30,CP008,P0824,138,29,219,5
2022-09-30,CP008,P0078,41,32,257,5
2022-10-01,CP001,P0158,17,14,123,14
2022-10-01,CP001,P0938,237,58,470,7
2022-10-01,CP001,P0447,129,32,325,14
2022-10-01,CP001,P0381,124,59,433,10
2022-10-01,CP001,P0972,191,34,255,10
2022-10-01,CP001,P0861,97,38,202,10
2022-10-01,CP001,P0862,560,90,674,7
2022-10-01,CP001,P0129,132,46,416,14
2022-10-01,CP001,P0828,350,91,600,7
2022-10-01,CP001,P0923,200,55,386,10
2022-10-01,CP001,P0124,78,39,369,14
2022-10-01,CP001,P0112,172,33,272,14
2022-10-01,CP001,P0479,254,85,568,7
2022-10-01,CP001,P0135,234,49,242,5
2022-10-01,CP001,P0013,60,38,274,7
2022-10-01,CP001,P0030,177,55,551,5
2022-10-01,CP001,P0734,41,13,125,10
2022-10-01,CP001,P0005,251,85,884,14
2022-10-01,CP001,P0799,95,83,609,14
2022-10-01,CP001,P0101,235,108,655,3
2022-10-01,CP001,P0210,236,58,527,5
2022-10-01,CP001,P0826,76,38,206,5
2022-10-01,CP001,P0991,143,58,429,10
2022-10-01,CP001,P0847,259,22,258,7
2022-10-01,CP001,P0275,163,42,495,10
2022-10-01,CP001,P0079,192,49,248,14
2022-10-01,CP001,P0817,91,33,292,10
2022-10-01,CP002,P0842,191,59,422,5
2022-10-01,CP002,P0928,145,26,150,14
2022-10-01,CP002,P0444,60,52,277,3
2022-10-01,CP002,P0564,112,50,350,10
2022-10-01,CP002,P0150,68,40,195,14
2022-10-01,CP002,P0386,151,49,293,10
2022-10-01,CP002,P0076,183,38,215,14
2022-10-01,CP002,P0174,242,47,359,10
2022-10-01,CP002,P0047,64,46,397,3
2022-10-01,CP002,P0753,77,22,253,5
2022-10-01,CP002,P0264,257,74,481,5
2022-10-01,CP002,P0982,17,15,96,3
2022-10-01,CP002,P0910,124,98,662,14
