inventory_id,store_id,product_id,current_stock,reorder_level,max_stock,supplier_lead_time,last_updated
INV003783,CP004,P0783,27,26,157,5,11/06/2026
INV003784,CP004,P0784,18,5,30,3,11/06/2026
INV003785,CP004,P0785,120,23,183,5,11/06/2026
INV003786,CP004,P0786,17,5,31,5,11/06/2026
INV003787,CP004,P0787,218,36,261,3,11/06/2026
INV003788,CP004,P0788,42,17,175,5,11/06/2026
INV003789,CP004,P0789,214,41,331,14,11/06/2026
INV003790,CP004,P0790,147,29,159,14,11/06/2026
INV003791,CP004,P0791,72,18,89,10,11/06/2026
INV003792,CP004,P0792,131,19,157,14,11/06/2026
INV003793,CP004,P0793,8,5,30,14,11/06/2026
INV003794,CP004,P0794,14,7,43,3,11/06/2026
INV003795,CP004,P0795,210,36,217,7,11/06/2026
INV003796,CP004,P0796,142,27,212,7,11/06/2026
INV003797,CP004,P0797,128,23,206,5,11/06/2026
INV003798,CP004,P0798,45,25,124,10,11/06/2026
INV003799,CP004,P0799,136,59,453,5,11/06/2026
INV003800,CP004,P0800,109,18,168,5,11/06/2026
INV003801,CP004,P0801,43,8,71,10,11/06/2026
INV003802,CP004,P0802,71,28,212,7,11/06/2026
INV003803,CP004,P0803,274,44,336,14,11/06/2026
INV003804,CP004,P0804,309,44,429,5,11/06/2026
INV003805,CP004,P0805,17,5,30,7,11/06/2026
INV003806,CP004,P0806,22,10,91,7,11/06/2026
INV003807,CP004,P0807,34,16,158,14,11/06/2026
INV003808,CP004,P0808,35,20,138,7,11/06/2026
INV003809,CP004,P0809,72,38,264,7,11/06/2026
INV003810,CP004,P0810,69,21,169,10,11/06/2026
INV003811,CP004,P0811,121,22,221,7,11/06/2026
INV003812,CP004,P0812,192,29,224,14,11/06/2026
INV003813,CP004,P0813,149,77,358,7,11/06/2026
INV003814,CP004,P0814,8,6,50,10,11/06/2026
INV003815,CP004,P0815,84,26,299,3,11/06/2026
INV003816,CP004,P0816,15,9,92,5,11/06/2026
INV003817,CP004,P0817,104,25,171,10,11/06/2026
INV003818,CP004,P0818,142,76,670,5,11/06/2026
INV003819,CP004,P0819,329,49,357,14,11/06/2026
INV003820,CP004,P0820,68,13,80,5,11/06/2026
INV003821,CP004,P0821,29,23,143,5,11/06/2026
INV003822,CP004,P0822,89,20,122,7,11/06/2026
INV003823,CP004,P0823,222,39,361,3,11/06/2026
INV003824,CP004,P0824,60,44,317,7,11/06/2026
INV003825,CP004,P0825,119,27,153,3,11/06/2026
INV003826,CP004,P0826,69,24,202,3,11/06/2026
INV003827,CP004,P0827,113,18,120,5,11/06/2026
INV003828,CP004,P0828,323,60,483,7,11/06/2026
INV003829,CP004,P0829,34,33,340,3,11/06/2026
INV003830,CP004,P0830,37,21,133,7,11/06/2026
INV003831,CP004,P0831,54,28,140,3,11/06/2026
INV003832,CP004,P0832,222,40,256,3,11/06/2026
INV003833,CP004,P0833,134,23,181,7,11/06/2026
INV003834,CP004,P0834,39,6,58,14,11/06/2026
INV003835,CP004,P0835,55,24,220,5,11/06/2026
INV003836,CP004,P0836,205,46,481,7,11/06/2026
INV003837,CP004,P0837,156,16,180,10,11/06/2026
INV003838,CP004,P0838,41,19,135,3,11/06/2026
INV003839,CP004,P0839,318,74,507,10,11/06/2026
INV003840,CP004,P0840,105,18,154,10,11/06/2026
INV003841,CP004,P0841,120,38,287,3,11/06/2026
INV003842,CP004,P0842,209,40,293,3,11/06/2026
INV003843,CP004,P0843,110,33,207,14,11/06/2026
INV003844,CP004,P0844,141,63,522,3,11/06/2026
INV003845,CP004,P0845,147,48,385,7,11/06/2026
INV003846,CP004,P0846,53,10,72,14,11/06/2026
INV003847,CP004,P0847,75,14,114,5,11/06/2026
INV003848,CP004,P0848,139,33,261,5,11/06/2026
INV003849,CP004,P0849,248,50,413,14,11/06/2026
INV003850,CP004,P0850,106,25,172,14,11/06/2026
INV003851,CP004,P0851,122,19,142,5,11/06/2026
INV003852,CP004,P0852,19,5,30,7,11/06/2026
INV003853,CP004,P0853,90,27,165,5,11/06/2026
INV003854,CP004,P0854,148,23,224,5,11/06/2026
INV003855,CP004,P0855,152,82,768,7,11/06/2026
INV003856,CP004,P0856,13,7,53,10,11/06/2026
INV003857,CP004,P0857,38,41,401,14,11/06/2026
INV003858,CP004,P0858,68,20,131,7,11/06/2026
INV003859,CP004,P0859,114,31,218,7,11/06/2026
INV003860,CP004,P0860,151,25,186,3,11/06/2026
INV003861,CP004,P0861,30,26,226,10,11/06/2026
INV003862,CP004,P0862,280,61,444,3,11/06/2026
INV003863,CP004,P0863,74,60,375,14,11/06/2026
INV003864,CP004,P0864,196,61,472,10,11/06/2026
INV003865,CP004,P0865,29,13,63,7,11/06/2026
INV003866,CP004,P0866,466,68,532,10,11/06/2026
INV003867,CP004,P0867,46,12,153,7,11/06/2026
INV003868,CP004,P0868,58,24,153,7,11/06/2026
INV003869,CP004,P0869,31,14,158,3,11/06/2026
INV003870,CP004,P0870,46,34,304,14,11/06/2026
INV003871,CP004,P0871,17,5,40,10,11/06/2026
INV003872,CP004,P0872,10,5,30,14,11/06/2026
INV003873,CP004,P0873,14,6,42,14,11/06/2026
INV003874,CP004,P0874,131,19,167,5,11/06/2026
INV003875,CP004,P0875,18,5,30,5,11/06/2026
INV003876,CP004,P0876,95,25,237,5,11/06/2026
INV003877,CP004,P0877,104,26,166,14,11/06/2026
INV003878,CP004,P0878,70,50,326,10,11/06/2026
INV003879,CP004,P0879,17,16,104,7,11/06/2026
INV003880,CP004,P0880,134,21,168,3,11/06/2026
INV003881,CP004,P0881,23,5,39,14,11/06/2026
INV003882,CP004,P0882,109,54,545,5,11/06/2026
INV003883,CP004,P0883,36,13,71,10,11/06/2026
INV003884,CP004,P0884,38,29,211,3,11/06/2026
INV003885,CP004,P0885,20,5,30,3,11/06/2026
INV003886,CP004,P0886,9,5,30,5,11/06/2026
INV003887,CP004,P0887,113,19,142,5,11/06/2026
INV003888,CP004,P0888,398,62,448,7,11/06/2026
INV003889,CP004,P0889,8,5,30,14,11/06/2026
INV003890,CP004,P0890,39,20,152,7,11/06/2026
INV003891,CP004,P0891,36,20,158,7,11/06/2026
INV003892,CP004,P0892,162,58,327,7,11/06/2026
INV003893,CP004,P0893,127,41,210,10,11/06/2026
INV003894,CP004,P0894,210,55,305,5,11/06/2026
INV003895,CP004,P0895,39,36,269,5,11/06/2026
INV003896,CP004,P0896,38,22,129,10,11/06/2026
INV003897,CP004,P0897,13,5,30,3,11/06/2026
INV003898,CP004,P0898,372,53,402,7,11/06/2026
INV003899,CP004,P0899,211,27,224,7,11/06/2026
INV003900,CP004,P0900,78,28,274,7,11/06/2026
INV003901,CP004,P0901,42,27,194,5,11/06/2026
INV003902,CP004,P0902,362,69,486,7,11/06/2026
INV003903,CP004,P0903,69,18,141,10,11/06/2026
INV003904,CP004,P0904,62,25,188,5,11/06/2026
INV003905,CP004,P0905,30,17,97,7,11/06/2026
INV003906,CP004,P0906,113,24,195,7,11/06/2026
INV003907,CP004,P0907,53,12,89,3,11/06/2026
INV003908,CP004,P0908,78,29,200,3,11/06/2026
INV003909,CP004,P0909,97,41,194,3,11/06/2026
INV003910,CP004,P0910,150,61,454,14,11/06/2026
INV003911,CP004,P0911,95,19,148,7,11/06/2026
INV003912,CP004,P0912,86,17,191,3,11/06/2026
INV003913,CP004,P0913,148,52,262,14,11/06/2026
INV003914,CP004,P0914,41,36,186,14,11/06/2026
INV003915,CP004,P0915,29,7,45,3,11/06/2026
INV003916,CP004,P0916,48,25,137,5,11/06/2026
INV003917,CP004,P0917,23,14,108,10,11/06/2026
INV003918,CP004,P0918,216,37,337,7,11/06/2026
INV003919,CP004,P0919,192,32,307,10,11/06/2026
INV003920,CP004,P0920,165,90,873,5,11/06/2026
INV003921,CP004,P0921,14,5,30,10,11/06/2026
INV003922,CP004,P0922,107,103,680,3,11/06/2026
INV003923,CP004,P0923,152,34,230,3,11/06/2026
INV003924,CP004,P0924,143,83,401,14,11/06/2026
INV003925,CP004,P0925,169,35,264,5,11/06/2026
INV003926,CP004,P0926,79,41,288,14,11/06/2026
INV003927,CP004,P0927,63,19,217,10,11/06/2026
INV003928,CP004,P0928,89,17,121,14,11/06/2026
INV003929,CP004,P0929,77,15,143,10,11/06/2026
INV003930,CP004,P0930,242,53,325,5,11/06/2026
INV003931,CP004,P0931,59,15,107,3,11/06/2026
INV003932,CP004,P0932,23,18,165,3,11/06/2026
INV003933,CP004,P0933,16,9,75,3,11/06/2026
INV003934,CP004,P0934,161,26,309,5,11/06/2026
INV003935,CP004,P0935,98,32,256,5,11/06/2026
INV003936,CP004,P0936,235,46,320,5,11/06/2026
INV003937,CP004,P0937,64,13,93,5,11/06/2026
INV003938,CP004,P0938,92,27,194,10,11/06/2026
INV003939,CP004,P0939,125,35,253,14,11/06/2026
INV003940,CP004,P0940,57,18,107,10,11/06/2026
INV003941,CP004,P0941,135,30,210,7,11/06/2026
INV003942,CP004,P0942,299,86,461,5,11/06/2026
INV003943,CP004,P0943,6,5,30,10,11/06/2026
INV003944,CP004,P0944,194,36,240,7,11/06/2026
INV003945,CP004,P0945,85,26,202,3,11/06/2026
INV003946,CP004,P0946,128,26,265,3,11/06/2026
INV003947,CP004,P0947,96,20,139,7,11/06/2026
INV003948,CP004,P0948,15,7,34,10,11/06/2026
INV003949,CP004,P0949,240,43,290,5,11/06/2026
INV003950,CP004,P0950,41,16,169,14,11/06/2026
INV003951,CP004,P0951,254,78,545,5,11/06/2026
INV003952,CP004,P0952,171,25,268,10,11/06/2026
INV003953,CP004,P0953,78,28,167,10,11/06/2026
INV003954,CP004,P0954,4,5,30,14,11/06/2026
INV003955,CP004,P0955,81,32,234,5,11/06/2026
INV003956,CP004,P0956,27,15,90,7,11/06/2026
INV003957,CP004,P0957,93,20,195,5,11/06/2026
INV003958,CP004,P0958,106,85,667,14,11/06/2026
INV003959,CP004,P0959,450,77,620,7,11/06/2026
INV003960,CP004,P0960,67,28,218,5,11/06/2026
INV003961,CP004,P0961,183,80,413,3,11/06/2026
INV003962,CP004,P0962,103,37,237,5,11/06/2026
INV003963,CP004,P0963,56,20,162,7,11/06/2026
INV003964,CP004,P0964,27,19,185,10,11/06/2026
INV003965,CP004,P0965,115,20,147,7,11/06/2026
INV003966,CP004,P0966,28,37,287,10,11/06/2026
INV003967,CP004,P0967,44,22,136,10,11/06/2026
INV003968,CP004,P0968,186,36,226,10,11/06/2026
INV003969,CP004,P0969,64,17,92,5,11/06/2026
INV003970,CP004,P0970,119,54,358,14,11/06/2026
INV003971,CP004,P0971,27,5,30,14,11/06/2026
INV003972,CP004,P0972,42,27,191,14,11/06/2026
INV003973,CP004,P0973,63,23,168,14,11/06/2026
INV003974,CP004,P0974,32,7,56,14,11/06/2026
INV003975,CP004,P0975,160,25,261,5,11/06/2026
INV003976,CP004,P0976,108,27,253,14,11/06/2026
INV003977,CP004,P0977,62,14,109,14,11/06/2026
INV003978,CP004,P0978,30,8,63,10,11/06/2026
INV003979,CP004,P0979,94,36,232,10,11/06/2026
INV003980,CP004,P0980,93,28,168,10,11/06/2026
INV003981,CP004,P0981,288,55,555,7,11/06/2026
INV003982,CP004,P0982,48,8,67,14,11/06/2026
INV003983,CP004,P0983,50,11,90,14,11/06/2026
INV003984,CP004,P0984,102,15,122,14,11/06/2026
INV003985,CP004,P0985,21,12,74,14,11/06/2026
INV003986,CP004,P0986,207,76,597,5,11/06/2026
INV003987,CP004,P0987,42,7,76,7,11/06/2026
INV003988,CP004,P0988,13,5,45,5,11/06/2026
INV003989,CP004,P0989,15,6,39,10,11/06/2026
INV003990,CP004,P0990,168,36,297,7,11/06/2026
INV003991,CP004,P0991,179,39,245,10,11/06/2026
INV003992,CP004,P0992,9,5,30,14,11/06/2026
INV003993,CP004,P0993,85,25,172,3,11/06/2026
INV003994,CP004,P0994,109,21,151,7,11/06/2026
INV003995,CP004,P0995,57,17,110,7,11/06/2026
INV003996,CP004,P0996,102,32,154,14,11/06/2026
INV003997,CP004,P0997,90,18,140,7,11/06/2026
INV003998,CP004,P0998,33,30,236,7,11/06/2026
INV003999,CP004,P0999,86,36,184,10,11/06/2026
INV004000,CP004,P1000,103,26,138,10,11/06/2026
INV004001,CP005,P0001,317,75,521,14,11/06/2026
INV004002,CP005,P0002,39,26,127,14,11/06/2026
INV004003,CP005,P0003,204,71,428,10,11/06/2026
INV004004,CP005,P0004,73,74,717,5,11/06/2026
INV004005,CP005,P0005,360,68,403,5,11/06/2026
INV004006,CP005,P0006,78,32,178,5,11/06/2026
INV004007,CP005,P0007,89,29,165,5,11/06/2026
INV004008,CP005,P0008,109,23,170,5,11/06/2026
INV004009,CP005,P0009,147,34,290,14,11/06/2026
INV004010,CP005,P0010,27,27,170,7,11/06/2026
INV004011,CP005,P0011,91,79,561,5,11/06/2026
INV004012,CP005,P0012,22,8,41,14,11/06/2026
INV004013,CP005,P0013,42,26,123,14,11/06/2026
INV004014,CP005,P0014,108,21,174,7,11/06/2026
INV004015,CP005,P0015,29,6,72,3,11/06/2026
INV004016,CP005,P0016,51,33,269,14,11/06/2026
INV004017,CP005,P0017,84,22,225,7,11/06/2026
INV004018,CP005,P0018,114,32,200,10,11/06/2026
INV004019,CP005,P0019,94,80,541,3,11/06/2026
INV004020,CP005,P0020,139,73,543,10,11/06/2026
INV004021,CP005,P0021,37,33,159,14,11/06/2026
INV004022,CP005,P0022,161,41,290,10,11/06/2026
INV004023,CP005,P0023,361,69,423,14,11/06/2026
INV004024,CP005,P0024,42,19,156,7,11/06/2026
INV004025,CP005,P0025,100,22,144,10,11/06/2026
INV004026,CP005,P0026,23,23,165,5,11/06/2026
INV004027,CP005,P0027,102,35,258,14,11/06/2026
INV004028,CP005,P0028,35,7,47,5,11/06/2026
INV004029,CP005,P0029,21,5,30,14,11/06/2026
INV004030,CP005,P0030,352,46,379,3,11/06/2026
INV004031,CP005,P0031,101,32,152,10,11/06/2026
INV004032,CP005,P0032,397,75,663,7,11/06/2026
INV004033,CP005,P0033,36,19,143,10,11/06/2026
INV004034,CP005,P0034,77,24,197,5,11/06/2026
INV004035,CP005,P0035,36,11,68,7,11/06/2026
INV004036,CP005,P0036,10,5,30,7,11/06/2026
INV004037,CP005,P0037,360,67,564,10,11/06/2026
INV004038,CP005,P0038,12,7,61,14,11/06/2026
INV004039,CP005,P0039,49,22,170,5,11/06/2026
INV004040,CP005,P0040,249,39,270,5,11/06/2026
INV004041,CP005,P0041,55,13,103,10,11/06/2026
INV004042,CP005,P0042,164,30,316,14,11/06/2026
INV004043,CP005,P0043,41,28,148,14,11/06/2026
INV004044,CP005,P0044,94,36,310,3,11/06/2026
INV004045,CP005,P0045,200,32,241,5,11/06/2026
INV004046,CP005,P0046,121,27,218,14,11/06/2026
INV004047,CP005,P0047,128,26,183,7,11/06/2026
INV004048,CP005,P0048,41,28,133,14,11/06/2026
INV004049,CP005,P0049,124,26,204,5,11/06/2026
INV004050,CP005,P0050,56,27,209,3,11/06/2026
INV004051,CP005,P0051,113,37,218,5,11/06/2026
INV004052,CP005,P0052,60,23,266,5,11/06/2026
INV004053,CP005,P0053,63,10,95,5,11/06/2026
INV004054,CP005,P0054,151,69,720,3,11/06/2026
INV004055,CP005,P0055,188,41,233,14,11/06/2026
INV004056,CP005,P0056,80,28,159,7,11/06/2026
INV004057,CP005,P0057,72,45,250,5,11/06/2026
INV004058,CP005,P0058,81,26,263,7,11/06/2026
INV004059,CP005,P0059,92,20,157,5,11/06/2026
INV004060,CP005,P0060,130,31,173,14,11/06/2026
INV004061,CP005,P0061,172,33,233,3,11/06/2026
INV004062,CP005,P0062,92,52,471,3,11/06/2026
INV004063,CP005,P0063,179,29,248,7,11/06/2026
INV004064,CP005,P0064,51,9,70,7,11/06/2026
INV004065,CP005,P0065,29,24,148,14,11/06/2026
INV004066,CP005,P0066,204,35,280,14,11/06/2026
INV004067,CP005,P0067,10,10,77,14,11/06/2026
INV004068,CP005,P0068,505,56,589,3,11/06/2026
INV004069,CP005,P0069,73,25,223,14,11/06/2026
INV004070,CP005,P0070,160,60,473,7,11/06/2026
INV004071,CP005,P0071,21,28,309,5,11/06/2026
INV004072,CP005,P0072,163,29,228,10,11/06/2026
INV004073,CP005,P0073,23,18,168,10,11/06/2026
INV004074,CP005,P0074,59,17,93,3,11/06/2026
INV004075,CP005,P0075,123,19,173,14,11/06/2026
INV004076,CP005,P0076,131,22,193,14,11/06/2026
INV004077,CP005,P0077,90,15,176,14,11/06/2026
INV004078,CP005,P0078,74,41,241,14,11/06/2026
INV004079,CP005,P0079,203,31,231,10,11/06/2026
INV004080,CP005,P0080,62,26,233,5,11/06/2026
INV004081,CP005,P0081,139,21,248,3,11/06/2026
INV004082,CP005,P0082,97,22,151,7,11/06/2026
INV004083,CP005,P0083,211,23,254,7,11/06/2026
INV004084,CP005,P0084,9,5,30,14,11/06/2026
INV004085,CP005,P0085,93,21,127,10,11/06/2026
INV004086,CP005,P0086,106,48,514,10,11/06/2026
INV004087,CP005,P0087,43,33,192,14,11/06/2026
INV004088,CP005,P0088,112,34,395,5,11/06/2026
INV004089,CP005,P0089,179,22,244,10,11/06/2026
INV004090,CP005,P0090,45,27,167,5,11/06/2026
INV004091,CP005,P0091,121,20,188,5,11/06/2026
INV004092,CP005,P0092,57,28,154,7,11/06/2026
INV004093,CP005,P0093,62,24,200,7,11/06/2026
INV004094,CP005,P0094,56,37,208,5,11/06/2026
INV004095,CP005,P0095,41,34,274,3,11/06/2026
INV004096,CP005,P0096,32,14,105,3,11/06/2026
INV004097,CP005,P0097,44,23,262,3,11/06/2026
INV004098,CP005,P0098,95,21,155,5,11/06/2026
INV004099,CP005,P0099,123,23,161,7,11/06/2026
INV004100,CP005,P0100,136,38,188,10,11/06/2026
INV004101,CP005,P0101,393,65,633,10,11/06/2026
INV004102,CP005,P0102,228,58,415,7,11/06/2026
INV004103,CP005,P0103,43,24,230,14,11/06/2026
INV004104,CP005,P0104,49,27,225,14,11/06/2026
INV004105,CP005,P0105,95,29,206,5,11/06/2026
INV004106,CP005,P0106,80,16,161,3,11/06/2026
INV004107,CP005,P0107,215,77,520,7,11/06/2026
INV004108,CP005,P0108,176,31,193,10,11/06/2026
INV004109,CP005,P0109,121,18,160,7,11/06/2026
INV004110,CP005,P0110,147,26,176,3,11/06/2026
INV004111,CP005,P0111,30,30,234,7,11/06/2026
INV004112,CP005,P0112,62,22,136,10,11/06/2026
INV004113,CP005,P0113,46,68,399,14,11/06/2026
INV004114,CP005,P0114,10,5,30,7,11/06/2026
INV004115,CP005,P0115,87,19,144,3,11/06/2026
INV004116,CP005,P0116,113,26,151,5,11/06/2026
INV004117,CP005,P0117,109,112,714,7,11/06/2026
INV004118,CP005,P0118,15,5,30,3,11/06/2026
INV004119,CP005,P0119,58,27,260,5,11/06/2026
INV004120,CP005,P0120,21,11,70,3,11/06/2026
INV004121,CP005,P0121,42,30,195,7,11/06/2026
INV004122,CP005,P0122,73,48,444,14,11/06/2026
INV004123,CP005,P0123,44,19,175,7,11/06/2026
INV004124,CP005,P0124,136,26,228,5,11/06/2026
INV004125,CP005,P0125,122,35,329,7,11/06/2026
INV004126,CP005,P0126,83,26,157,7,11/06/2026
INV004127,CP005,P0127,144,27,253,3,11/06/2026
INV004128,CP005,P0128,36,36,272,7,11/06/2026
INV004129,CP005,P0129,128,41,214,14,11/06/2026
INV004130,CP005,P0130,155,38,284,10,11/06/2026
INV004131,CP005,P0131,263,29,326,10,11/06/2026
INV004132,CP005,P0132,153,42,280,14,11/06/2026
INV004133,CP005,P0133,192,40,251,3,11/06/2026
INV004134,CP005,P0134,125,31,300,5,11/06/2026
INV004135,CP005,P0135,107,27,169,14,11/06/2026
INV004136,CP005,P0136,25,7,37,7,11/06/2026
INV004137,CP005,P0137,106,30,175,7,11/06/2026
INV004138,CP005,P0138,44,8,80,10,11/06/2026
INV004139,CP005,P0139,115,30,237,14,11/06/2026
INV004140,CP005,P0140,113,33,305,7,11/06/2026
INV004141,CP005,P0141,160,22,212,3,11/06/2026
INV004142,CP005,P0142,117,34,326,14,11/06/2026
INV004143,CP005,P0143,80,10,83,14,11/06/2026
INV004144,CP005,P0144,64,28,229,7,11/06/2026
INV004145,CP005,P0145,78,36,295,5,11/06/2026
INV004146,CP005,P0146,203,42,290,14,11/06/2026
INV004147,CP005,P0147,62,53,324,3,11/06/2026
INV004148,CP005,P0148,346,59,508,10,11/06/2026
INV004149,CP005,P0149,81,20,136,3,11/06/2026
INV004150,CP005,P0150,114,23,171,5,11/06/2026
INV004151,CP005,P0151,81,15,115,14,11/06/2026
INV004152,CP005,P0152,76,27,221,10,11/06/2026
INV004153,CP005,P0153,229,77,389,5,11/06/2026
INV004154,CP005,P0154,172,33,281,3,11/06/2026
INV004155,CP005,P0155,57,27,200,14,11/06/2026
INV004156,CP005,P0156,111,27,204,10,11/06/2026
INV004157,CP005,P0157,42,17,130,3,11/06/2026
INV004158,CP005,P0158,35,9,78,14,11/06/2026
INV004159,CP005,P0159,241,31,310,5,11/06/2026
INV004160,CP005,P0160,138,33,304,14,11/06/2026
INV004161,CP005,P0161,7,5,30,5,11/06/2026
INV004162,CP005,P0162,59,28,258,10,11/06/2026
INV004163,CP005,P0163,172,28,195,10,11/06/2026
INV004164,CP005,P0164,194,52,319,14,11/06/2026
INV004165,CP005,P0165,72,36,316,7,11/06/2026
INV004166,CP005,P0166,172,71,642,14,11/06/2026
INV004167,CP005,P0167,43,21,211,7,11/06/2026
INV004168,CP005,P0168,257,32,332,5,11/06/2026
INV004169,CP005,P0169,15,6,40,14,11/06/2026
INV004170,CP005,P0170,151,37,291,3,11/06/2026
INV004171,CP005,P0171,205,53,338,3,11/06/2026
INV004172,CP005,P0172,143,34,266,5,11/06/2026
INV004173,CP005,P0173,158,76,543,7,11/06/2026
INV004174,CP005,P0174,63,35,225,14,11/06/2026
INV004175,CP005,P0175,36,19,162,7,11/06/2026
INV004176,CP005,P0176,12,8,56,3,11/06/2026
INV004177,CP005,P0177,56,30,229,14,11/06/2026
INV004178,CP005,P0178,40,29,232,3,11/06/2026
INV004179,CP005,P0179,94,21,153,3,11/06/2026
INV004180,CP005,P0180,41,26,207,7,11/06/2026
INV004181,CP005,P0181,14,6,43,7,11/06/2026
INV004182,CP005,P0182,22,5,43,14,11/06/2026
INV004183,CP005,P0183,12,13,102,14,11/06/2026
INV004184,CP005,P0184,90,19,226,14,11/06/2026
INV004185,CP005,P0185,179,46,257,10,11/06/2026
INV004186,CP005,P0186,144,35,326,3,11/06/2026
INV004187,CP005,P0187,154,85,820,14,11/06/2026
INV004188,CP005,P0188,59,37,279,3,11/06/2026
INV004189,CP005,P0189,28,9,98,14,11/06/2026
INV004190,CP005,P0190,118,29,227,3,11/06/2026
INV004191,CP005,P0191,148,27,201,10,11/06/2026
INV004192,CP005,P0192,369,104,702,5,11/06/2026
INV004193,CP005,P0193,56,33,281,14,11/06/2026
INV004194,CP005,P0194,60,22,203,10,11/06/2026
INV004195,CP005,P0195,94,30,240,14,11/06/2026
INV004196,CP005,P0196,183,55,328,14,11/06/2026
INV004197,CP005,P0197,159,25,203,3,11/06/2026
INV004198,CP005,P0198,82,39,250,5,11/06/2026
INV004199,CP005,P0199,168,45,304,3,11/06/2026
INV004200,CP005,P0200,41,16,101,14,11/06/2026
INV004201,CP005,P0201,80,18,135,3,11/06/2026
INV004202,CP005,P0202,40,34,333,14,11/06/2026
INV004203,CP005,P0203,94,44,240,5,11/06/2026
INV004204,CP005,P0204,457,79,721,7,11/06/2026
INV004205,CP005,P0205,52,35,194,7,11/06/2026
INV004206,CP005,P0206,134,24,184,10,11/06/2026
INV004207,CP005,P0207,45,68,609,14,11/06/2026
INV004208,CP005,P0208,108,34,152,14,11/06/2026
INV004209,CP005,P0209,143,27,249,7,11/06/2026
INV004210,CP005,P0210,74,36,354,5,11/06/2026
INV004211,CP005,P0211,80,23,139,5,11/06/2026
INV004212,CP005,P0212,64,31,302,3,11/06/2026
INV004213,CP005,P0213,73,19,140,3,11/06/2026
INV004214,CP005,P0214,57,33,270,14,11/06/2026
INV004215,CP005,P0215,278,34,379,14,11/06/2026
INV004216,CP005,P0216,78,41,236,7,11/06/2026
INV004217,CP005,P0217,118,30,322,10,11/06/2026
INV004218,CP005,P0218,15,10,60,7,11/06/2026
INV004219,CP005,P0219,123,28,193,7,11/06/2026
INV004220,CP005,P0220,35,8,64,10,11/06/2026
INV004221,CP005,P0221,32,24,236,5,11/06/2026
INV004222,CP005,P0222,156,39,267,10,11/06/2026
INV004223,CP005,P0223,198,32,262,3,11/06/2026
INV004224,CP005,P0224,112,21,137,7,11/06/2026
INV004225,CP005,P0225,118,45,292,3,11/06/2026
INV004226,CP005,P0226,16,5,30,5,11/06/2026
INV004227,CP005,P0227,62,10,64,5,11/06/2026
INV004228,CP005,P0228,63,7,70,5,11/06/2026
INV004229,CP005,P0229,22,11,78,3,11/06/2026
INV004230,CP005,P0230,222,50,384,14,11/06/2026
INV004231,CP005,P0231,81,11,110,5,11/06/2026
INV004232,CP005,P0232,25,5,30,10,11/06/2026
INV004233,CP005,P0233,244,31,324,10,11/06/2026
INV004234,CP005,P0234,74,21,130,5,11/06/2026
INV004235,CP005,P0235,181,49,335,5,11/06/2026
INV004236,CP005,P0236,83,22,128,7,11/06/2026
INV004237,CP005,P0237,49,18,116,5,11/06/2026
INV004238,CP005,P0238,175,32,251,10,11/06/2026
INV004239,CP005,P0239,256,33,339,5,11/06/2026
INV004240,CP005,P0240,53,27,199,7,11/06/2026
INV004241,CP005,P0241,8,5,42,10,11/06/2026
INV004242,CP005,P0242,57,28,229,5,11/06/2026
INV004243,CP005,P0243,16,17,180,5,11/06/2026
INV004244,CP005,P0244,8,5,30,14,11/06/2026
INV004245,CP005,P0245,44,24,158,3,11/06/2026
INV004246,CP005,P0246,133,38,235,10,11/06/2026
INV004247,CP005,P0247,122,52,356,7,11/06/2026
INV004248,CP005,P0248,32,10,66,5,11/06/2026
INV004249,CP005,P0249,58,15,148,14,11/06/2026
INV004250,CP005,P0250,13,8,49,5,11/06/2026
INV004251,CP005,P0251,62,31,250,7,11/06/2026
INV004252,CP005,P0252,196,48,318,10,11/06/2026
INV004253,CP005,P0253,82,24,236,5,11/06/2026
INV004254,CP005,P0254,17,5,30,7,11/06/2026
INV004255,CP005,P0255,63,38,183,3,11/06/2026
INV004256,CP005,P0256,24,5,30,14,11/06/2026
INV004257,CP005,P0257,66,13,100,5,11/06/2026
INV004258,CP005,P0258,57,40,246,10,11/06/2026
INV004259,CP005,P0259,18,5,60,3,11/06/2026
INV004260,CP005,P0260,174,70,373,7,11/06/2026
INV004261,CP005,P0261,93,37,337,3,11/06/2026
INV004262,CP005,P0262,47,27,186,14,11/06/2026
INV004263,CP005,P0263,102,60,472,5,11/06/2026
INV004264,CP005,P0264,155,54,260,14,11/06/2026
INV004265,CP005,P0265,194,22,231,7,11/06/2026
INV004266,CP005,P0266,12,5,30,10,11/06/2026
INV004267,CP005,P0267,28,9,74,14,11/06/2026
INV004268,CP005,P0268,136,27,248,10,11/06/2026
INV004269,CP005,P0269,95,23,191,3,11/06/2026
INV004270,CP005,P0270,188,66,703,3,11/06/2026
INV004271,CP005,P0271,94,20,134,5,11/06/2026
INV004272,CP005,P0272,253,39,354,7,11/06/2026
INV004273,CP005,P0273,74,30,230,14,11/06/2026
INV004274,CP005,P0274,33,36,194,5,11/06/2026
INV004275,CP005,P0275,92,31,328,7,11/06/2026
INV004276,CP005,P0276,22,5,30,7,11/06/2026
INV004277,CP005,P0277,454,78,575,3,11/06/2026
INV004278,CP005,P0278,110,24,218,3,11/06/2026
INV004279,CP005,P0279,139,45,298,3,11/06/2026
INV004280,CP005,P0280,66,11,73,10,11/06/2026
