customer_id,gender,age,age_group,loyalty_tier,visit_frequency,total_spend_lkr,avg_basket_value_lkr,days_since_last_purchase,preferred_category,campaign_id,offer_type,discount_pct,channel,sent_date,year,clicked,redeemed,revenue_after_lkr,treatment,customer_past_redemption_rate,is_seasonal_window,is_salary_cycle,is_school_holiday
CUST_1155,Female,44,35-45,Gold,37,222416.62,8700.03,16,Watch,CMP_019756,Flash Sale,30,Email,2023-05-31,2023,1,0,0.0,1,0.5556,0,1,0
CUST_1685,Male,38,35-45,Bronze,49,91714.73,3257.13,94,Jewellery,CMP_019757,Seasonal Sale,50,In-Store,2023-11-01,2023,0,0,0.0,1,0.4,1,1,0
CUST_1348,Female,47,46-60,Bronze,8,251057.41,11455.14,177,Sunglasses,CMP_019758,Seasonal Sale,10,SMS,2023-06-03,2023,1,0,0.0,1,0.4545,1,0,0
CUST_2341,Female,59,46-60,Bronze,35,58478.35,5531.21,133,Top,CMP_019759,BOGO,10,App Push,2023-06-07,2023,0,0,0.0,1,0.875,1,0,0
CUST_0631,Female,29,26-34,Silver,33,478859.25,18347.94,64,Jewellery,CMP_019760,Seasonal Sale,20,App Push,2023-11-18,2023,1,1,13758.44,0,0.4444,1,0,0
CUST_1276,Male,27,26-34,Bronze,10,94503.16,8068.89,109,Perfume,CMP_019761,Loyalty Reward,30,SMS,2023-12-03,2023,1,1,5363.42,1,0.6923,1,0,1
CUST_0458,Female,44,35-45,Silver,46,214867.5,17948.2,124,Jewellery,CMP_019762,Discount,40,App Push,2023-04-13,2023,1,1,15065.22,1,0.4615,1,0,1
CUST_2142,Female,29,26-34,Bronze,23,107817.19,4970.12,8,Jewellery,CMP_019763,New Arrival,50,App Push,2023-12-25,2023,1,1,3220.34,1,0.45,1,1,1
CUST_1731,Male,59,46-60,Silver,3,250001.59,21652.17,102,Coat,CMP_019764,BOGO,40,In-Store,2023-12-31,2023,1,1,11397.35,0,0.6364,1,1,1
CUST_2474,Female,36,35-45,Bronze,40,63725.33,3234.04,158,Perfume,CMP_019765,New Arrival,20,Email,2023-03-19,2023,0,0,0.0,1,0.3,1,0,0
CUST_2073,Male,29,26-34,Silver,33,63781.02,5364.08,158,Trousers,CMP_019766,Loyalty Reward,20,App Push,2023-03-06,2023,1,1,5566.46,1,0.3077,1,0,0
CUST_0699,Male,31,26-34,Bronze,27,34564.09,2692.81,135,Jewellery,CMP_019767,Loyalty Reward,10,Email,2023-11-02,2023,1,0,0.0,0,0.4,1,0,0
CUST_1454,Female,43,35-45,Gold,16,81893.18,23934.97,92,Handbag,CMP_019768,BOGO,40,App Push,2023-02-27,2023,1,0,0.0,1,0.0,0,1,0
CUST_0389,Female,60,46-60,Gold,8,122032.25,18066.55,15,Top,CMP_019769,Flash Sale,50,Email,2023-12-04,2023,1,1,11339.38,1,0.5,1,0,1
CUST_2296,Male,42,35-45,Gold,16,493819.6,17528.58,17,Shoes,CMP_019770,Flash Sale,50,In-Store,2023-03-26,2023,1,1,9135.53,1,0.2727,1,1,0
CUST_2447,Male,39,35-45,Bronze,46,159551.13,23272.2,16,Handbag,CMP_019771,Flash Sale,40,App Push,2023-01-09,2023,1,0,0.0,1,0.4545,0,0,0
CUST_0561,Female,55,46-60,Bronze,24,85313.52,5610.97,5,Jewellery,CMP_019772,BOGO,40,Email,2023-09-25,2023,1,1,4091.58,1,0.5385,0,1,0
CUST_2371,Female,44,35-45,Bronze,51,204930.56,13597.98,36,Jewellery,CMP_019773,Seasonal Sale,40,SMS,2023-07-14,2023,0,0,0.0,1,0.5455,1,0,0
CUST_2395,Female,53,46-60,Silver,4,177645.8,19140.7,138,Shoes,CMP_019774,Flash Sale,10,App Push,2023-12-28,2023,1,1,19306.61,1,0.5385,1,1,1
CUST_1724,Male,18,18-25,Silver,19,102439.57,12116.6,110,Shoes,CMP_019775,Discount,30,App Push,2023-03-07,2023,1,1,11712.89,1,0.5,1,0,0
CUST_0772,Female,20,18-25,Bronze,43,271870.58,18631.94,69,Dress,CMP_019776,Loyalty Reward,50,App Push,2023-03-28,2023,1,1,12183.22,1,0.5,1,1,0
CUST_1630,Female,31,26-34,Gold,11,91681.85,12906.03,65,Trousers,CMP_019777,Flash Sale,50,In-Store,2023-10-18,2023,1,1,6264.27,1,0.6667,0,0,0
CUST_0379,Female,31,26-34,Gold,33,56544.6,4857.16,112,Shoes,CMP_019778,Seasonal Sale,20,In-Store,2023-06-04,2023,1,1,5391.7,1,0.4444,1,0,0
CUST_2483,Female,30,26-34,Bronze,6,517514.13,22683.57,79,Jewellery,CMP_019779,Seasonal Sale,20,App Push,2023-08-27,2023,1,1,22261.0,1,0.3333,0,1,1
CUST_0007,Male,34,26-34,Silver,11,128573.56,19690.83,65,Dress,CMP_019780,Flash Sale,30,Email,2023-01-29,2023,1,1,13179.24,0,0.5556,0,1,0
CUST_1439,Male,24,18-25,Bronze,1,496154.35,22922.84,75,Jewellery,CMP_019781,BOGO,30,In-Store,2023-11-23,2023,1,1,14346.57,1,0.3636,1,1,0
CUST_1677,Male,41,35-45,Silver,24,300236.4,10740.43,50,Handbag,CMP_019782,Seasonal Sale,50,App Push,2023-04-21,2023,1,1,5509.84,0,0.0,1,1,1
CUST_0257,Female,19,18-25,Gold,8,194919.49,12579.9,101,Sunglasses,CMP_019783,BOGO,20,SMS,2023-07-20,2023,1,1,10645.5,1,0.5,1,1,0
CUST_2154,Female,53,46-60,Silver,8,180471.11,17856.09,86,Sunglasses,CMP_019784,Loyalty Reward,10,SMS,2023-10-25,2023,0,0,0.0,1,0.4615,0,1,0
CUST_1869,Male,23,18-25,Bronze,23,237715.58,13571.84,69,Watch,CMP_019785,Discount,40,In-Store,2023-03-02,2023,1,1,7338.82,1,0.3,1,0,0
CUST_0994,Female,50,46-60,Bronze,42,247065.67,9605.4,59,Dress,CMP_019786,BOGO,30,Email,2023-02-02,2023,0,0,0.0,1,0.7857,0,0,0
CUST_0599,Male,34,26-34,Silver,13,264406.99,23502.42,132,Watch,CMP_019787,Discount,10,App Push,2023-01-02,2023,1,1,21785.95,1,0.4,0,0,0
CUST_2002,Male,26,26-34,Bronze,48,38943.72,8177.52,153,Handbag,CMP_019788,Seasonal Sale,30,Email,2023-02-15,2023,0,0,0.0,1,0.5833,0,0,0
CUST_1888,Male,27,26-34,Gold,2,175375.03,10111.43,54,Top,CMP_019789,Flash Sale,30,Email,2023-12-03,2023,1,1,8925.14,1,0.6154,1,0,1
CUST_0815,Female,34,26-34,Platinum,9,265550.21,17540.99,135,Coat,CMP_019790,Discount,10,SMS,2023-07-06,2023,0,0,0.0,1,0.5,1,0,0
CUST_0808,Female,53,46-60,Platinum,16,270893.94,13015.54,135,Watch,CMP_019791,Discount,10,In-Store,2023-02-09,2023,0,0,0.0,0,0.5,0,0,0
CUST_1054,Female,49,46-60,Silver,51,67086.34,7578.13,155,Coat,CMP_019792,New Arrival,50,Email,2023-12-31,2023,1,1,4754.07,0,0.4286,1,1,1
CUST_0918,Female,18,18-25,Silver,12,98012.18,5403.33,80,Sunglasses,CMP_019793,Seasonal Sale,50,App Push,2023-02-27,2023,0,0,0.0,0,0.5,0,1,0
CUST_0036,Female,36,35-45,Platinum,51,201896.74,11814.27,27,Dress,CMP_019794,Loyalty Reward,10,In-Store,2023-12-29,2023,1,1,9563.45,0,0.5556,1,1,1
CUST_1733,Female,32,26-34,Silver,7,335523.16,22687.97,82,Top,CMP_019795,New Arrival,10,App Push,2023-04-03,2023,1,1,19368.17,1,0.7778,1,0,1
CUST_0648,Female,31,26-34,Bronze,1,279668.45,18008.39,71,Handbag,CMP_019796,Seasonal Sale,50,App Push,2023-10-25,2023,1,1,8454.61,0,0.4545,0,1,0
CUST_1940,Male,29,26-34,Silver,26,311638.77,14566.71,79,Dress,CMP_019797,New Arrival,20,In-Store,2023-04-14,2023,1,1,14634.46,1,0.4,1,0,1
CUST_1583,Female,28,26-34,Bronze,24,342675.79,16192.03,59,Trousers,CMP_019798,Loyalty Reward,50,Email,2023-12-16,2023,1,1,10930.98,1,0.6364,1,0,1
CUST_0987,Female,32,26-34,Bronze,16,269756.85,18735.47,163,Perfume,CMP_019799,Loyalty Reward,20,App Push,2023-03-04,2023,1,1,12922.33,1,0.5,1,0,0
CUST_2369,Male,53,46-60,Platinum,19,314710.3,24529.83,128,Dress,CMP_019800,BOGO,50,In-Store,2023-05-14,2023,1,1,13039.97,0,0.6364,0,0,0
CUST_1352,Female,51,46-60,Bronze,16,120849.97,18673.19,151,Top,CMP_019801,BOGO,40,Email,2023-03-23,2023,0,0,0.0,1,0.4545,1,1,0
CUST_0812,Female,49,46-60,Bronze,6,274535.48,13013.97,60,Top,CMP_019802,Discount,20,App Push,2023-07-17,2023,1,1,11735.28,1,0.5,1,0,0
CUST_0138,Female,51,46-60,Silver,11,395871.33,14008.32,130,Coat,CMP_019803,Discount,10,App Push,2023-06-28,2023,0,0,0.0,0,0.5,1,1,0
CUST_0458,Female,44,35-45,Silver,46,214867.5,17948.2,124,Jewellery,CMP_019804,BOGO,20,App Push,2023-11-08,2023,1,0,0.0,1,0.5385,1,0,0
CUST_0853,Male,55,46-60,Silver,44,432473.81,14427.6,168,Top,CMP_019805,BOGO,50,SMS,2023-11-22,2023,1,1,8954.98,1,0.8333,1,1,0
CUST_1303,Male,47,46-60,Gold,4,249545.06,12212.14,80,Sunglasses,CMP_019806,Seasonal Sale,50,SMS,2023-11-20,2023,1,1,7907.62,1,0.5455,1,1,0
CUST_0799,Female,45,35-45,Silver,33,333276.47,24925.13,22,Trousers,CMP_019807,Discount,20,App Push,2023-01-30,2023,1,0,0.0,1,0.6,0,1,0
CUST_0567,Female,45,35-45,Bronze,24,58846.65,14142.23,78,Coat,CMP_019808,Discount,30,In-Store,2023-03-24,2023,0,0,0.0,1,0.5,1,1,0
CUST_2475,Female,27,26-34,Bronze,49,113459.0,23781.2,14,Dress,CMP_019809,Flash Sale,20,Email,2023-09-25,2023,1,1,25555.33,0,0.6667,0,1,0
CUST_2500,Female,30,26-34,Platinum,22,199979.78,8188.2,46,Dress,CMP_019810,Loyalty Reward,30,App Push,2023-08-09,2023,1,1,7260.19,1,0.5,0,0,1
CUST_1038,Female,58,46-60,Gold,19,240177.62,8711.94,25,Coat,CMP_019811,BOGO,10,App Push,2023-11-11,2023,1,1,6735.39,1,0.6154,1,0,0
CUST_0813,Male,23,18-25,Bronze,43,351049.33,15407.2,125,Trousers,CMP_019812,Loyalty Reward,30,SMS,2023-11-20,2023,0,0,0.0,0,0.7273,1,1,0
CUST_0193,Female,21,18-25,Gold,3,179552.22,14782.81,60,Dress,CMP_019813,Discount,10,In-Store,2023-04-13,2023,0,0,0.0,0,0.3846,1,0,1
CUST_0050,Male,54,46-60,Silver,4,393832.01,24294.37,41,Watch,CMP_019814,Loyalty Reward,50,SMS,2023-05-07,2023,0,0,0.0,0,0.4286,0,0,0
CUST_0652,Female,46,46-60,Silver,3,91793.89,18016.18,80,Sunglasses,CMP_019815,BOGO,40,SMS,2023-07-26,2023,1,1,10084.38,0,0.5,1,1,0
CUST_1657,Female,29,26-34,Silver,50,543798.96,21116.14,142,Handbag,CMP_019816,Seasonal Sale,30,SMS,2023-12-26,2023,1,1,14531.68,1,0.6,1,1,1
CUST_1432,Female,35,35-45,Gold,46,55286.83,5371.52,139,Perfume,CMP_019817,Discount,10,In-Store,2023-07-28,2023,1,1,4164.56,1,0.5714,1,1,0
CUST_1896,Female,42,35-45,Silver,42,300462.19,16742.49,50,Handbag,CMP_019818,Flash Sale,50,In-Store,2023-10-27,2023,1,1,9859.4,0,0.5455,0,1,0
CUST_1282,Female,18,18-25,Gold,43,179568.87,18829.85,112,Top,CMP_019819,Seasonal Sale,50,In-Store,2023-06-03,2023,1,1,9342.78,0,0.5,1,0,0
CUST_0916,Female,21,18-25,Bronze,38,303984.88,19695.49,109,Dress,CMP_019820,BOGO,30,In-Store,2023-02-11,2023,1,1,16954.61,0,0.4167,0,0,0
CUST_2429,Male,19,18-25,Silver,32,74888.24,5956.42,70,Handbag,CMP_019821,BOGO,10,SMS,2023-06-10,2023,1,1,5796.7,1,0.8333,1,0,0
CUST_1308,Female,55,46-60,Gold,30,39418.84,3243.67,90,Jewellery,CMP_019822,New Arrival,40,App Push,2023-03-10,2023,0,0,0.0,1,0.6667,1,0,0
CUST_1912,Female,39,35-45,Silver,16,292222.87,20710.21,10,Coat,CMP_019823,Loyalty Reward,40,In-Store,2023-05-18,2023,0,0,0.0,0,0.7,0,0,0
CUST_0912,Male,20,18-25,Platinum,44,280205.18,18693.13,145,Perfume,CMP_019824,Seasonal Sale,10,In-Store,2023-04-06,2023,1,1,16081.85,1,0.5556,1,0,1
CUST_1569,Female,50,46-60,Bronze,2,59876.33,16961.79,141,Coat,CMP_019825,Seasonal Sale,10,SMS,2023-04-26,2023,1,1,18644.7,1,0.3636,1,1,1
CUST_1469,Female,20,18-25,Bronze,44,187497.76,13081.39,37,Watch,CMP_019826,BOGO,40,Email,2023-10-21,2023,1,1,8434.89,1,0.4,0,1,0
CUST_0716,Female,31,26-34,Bronze,7,159362.74,21140.0,90,Shoes,CMP_019827,Seasonal Sale,20,App Push,2023-03-02,2023,1,1,15532.34,0,0.6,1,0,0
CUST_2327,Female,47,46-60,Bronze,1,48533.76,6234.88,50,Coat,CMP_019828,BOGO,40,Email,2023-09-24,2023,0,0,0.0,0,0.5,0,1,0
CUST_0880,Male,53,46-60,Silver,33,134300.12,6743.96,28,Handbag,CMP_019829,Seasonal Sale,20,In-Store,2023-01-14,2023,0,0,0.0,1,0.6,0,0,0
CUST_1016,Female,43,35-45,Silver,2,455362.14,15637.52,78,Shoes,CMP_019830,Seasonal Sale,10,Email,2023-09-18,2023,0,0,0.0,1,0.7,0,0,0
CUST_1024,Female,20,18-25,Bronze,11,78209.84,14772.78,57,Perfume,CMP_019831,New Arrival,50,App Push,2023-01-09,2023,1,0,0.0,0,0.6364,0,0,0
CUST_0289,Male,54,46-60,Bronze,2,391479.57,14606.52,157,Coat,CMP_019832,Flash Sale,30,App Push,2023-03-22,2023,1,1,11844.08,1,0.75,1,1,0
CUST_2392,Male,19,18-25,Bronze,44,605094.91,24984.92,53,Handbag,CMP_019833,Flash Sale,10,SMS,2023-07-01,2023,1,1,22748.66,1,0.75,1,1,0
CUST_1416,Female,57,46-60,Bronze,37,457050.68,24300.76,48,Dress,CMP_019834,New Arrival,20,SMS,2023-12-23,2023,1,1,22360.72,0,0.6923,1,1,1
CUST_0266,Female,55,46-60,Platinum,50,189650.44,16392.91,172,Handbag,CMP_019835,Loyalty Reward,20,In-Store,2023-09-25,2023,1,1,16211.69,1,0.7778,0,1,0
CUST_0389,Female,60,46-60,Gold,8,122032.25,18066.55,15,Top,CMP_019836,Flash Sale,20,Email,2023-01-11,2023,0,0,0.0,0,0.6667,0,0,0
CUST_2165,Female,57,46-60,Bronze,37,158777.29,9042.82,100,Watch,CMP_019837,Loyalty Reward,20,SMS,2023-11-30,2023,1,1,6201.29,1,0.6667,1,1,0
CUST_1778,Female,60,46-60,Gold,29,139689.89,6645.96,103,Handbag,CMP_019838,New Arrival,50,Email,2023-05-08,2023,0,0,0.0,1,0.6,0,0,0
CUST_2372,Female,49,46-60,Gold,9,614902.03,21789.88,87,Watch,CMP_019839,New Arrival,20,App Push,2023-12-27,2023,1,1,19994.07,1,0.3529,1,1,1
CUST_1113,Male,38,35-45,Silver,1,221847.48,18854.43,161,Handbag,CMP_019840,Discount,20,SMS,2023-08-14,2023,1,1,18037.59,1,0.5714,0,0,1
CUST_0853,Male,55,46-60,Silver,44,432473.81,14427.6,168,Top,CMP_019841,Discount,50,SMS,2023-12-23,2023,1,1,9613.24,1,0.8333,1,1,1
CUST_1399,Female,57,46-60,Silver,17,378060.98,19024.1,97,Handbag,CMP_019842,Flash Sale,50,Email,2023-01-16,2023,0,0,0.0,0,0.4,0,0,0
CUST_0251,Male,27,26-34,Silver,32,65692.4,5941.64,68,Top,CMP_019843,Discount,50,In-Store,2023-05-26,2023,0,0,0.0,1,0.4545,0,1,0
CUST_0022,Male,60,46-60,Gold,25,287582.69,16196.27,177,Sunglasses,CMP_019844,Discount,30,SMS,2023-04-14,2023,0,0,0.0,1,0.5833,1,0,1
CUST_0538,Male,41,35-45,Bronze,28,392842.17,15969.34,5,Perfume,CMP_019845,New Arrival,40,Email,2023-06-23,2023,1,1,13254.49,1,0.5455,1,1,0
CUST_1582,Female,52,46-60,Bronze,17,73791.78,5232.96,121,Handbag,CMP_019846,New Arrival,30,App Push,2023-04-04,2023,0,0,0.0,0,0.6471,1,0,1
CUST_1489,Female,48,46-60,Silver,34,218701.71,9333.99,9,Perfume,CMP_019847,Loyalty Reward,20,App Push,2023-04-08,2023,1,1,9326.94,1,0.7778,1,0,1
CUST_1849,Female,49,46-60,Platinum,35,286104.25,14891.72,50,Trousers,CMP_019848,New Arrival,40,In-Store,2023-07-12,2023,1,1,10022.71,1,0.5,1,0,0
CUST_0214,Male,24,18-25,Silver,9,180183.66,9096.01,176,Watch,CMP_019849,BOGO,40,SMS,2023-11-06,2023,0,0,0.0,0,0.55,1,0,0
CUST_1507,Female,25,18-25,Silver,38,221591.79,13282.37,104,Dress,CMP_019850,Seasonal Sale,20,In-Store,2023-09-22,2023,1,1,13948.43,0,0.4545,0,1,0
CUST_0823,Male,21,18-25,Gold,36,213611.02,10164.74,168,Coat,CMP_019851,BOGO,30,In-Store,2023-05-03,2023,1,1,9565.79,1,0.7143,0,0,0
CUST_0549,Female,51,46-60,Bronze,33,154239.79,5314.26,53,Dress,CMP_019852,BOGO,20,App Push,2023-08-01,2023,1,1,5333.53,1,0.6667,0,1,1
CUST_1664,Female,47,46-60,Silver,36,47699.03,10828.33,167,Sunglasses,CMP_019853,BOGO,10,In-Store,2023-12-28,2023,1,1,8333.25,1,0.25,1,1,1
CUST_0497,Female,58,46-60,Silver,19,505125.92,17021.47,42,Sunglasses,CMP_019854,Discount,40,App Push,2023-04-20,2023,1,1,11260.98,1,0.6667,1,1,1
CUST_0959,Male,49,46-60,Platinum,45,158056.8,5845.13,57,Jewellery,CMP_019855,Loyalty Reward,50,Email,2023-07-28,2023,1,1,3929.6,1,0.7368,1,1,0
CUST_1246,Female,36,35-45,Silver,36,156938.34,10078.43,166,Top,CMP_019856,Flash Sale,50,In-Store,2023-12-20,2023,0,0,0.0,1,0.45,1,1,1
CUST_0064,Female,31,26-34,Bronze,11,451811.04,15883.74,64,Dress,CMP_019857,Discount,10,SMS,2023-10-27,2023,1,1,15582.37,1,0.5556,0,1,0
CUST_0136,Male,51,46-60,Silver,46,614979.75,24575.45,40,Dress,CMP_019858,Seasonal Sale,10,App Push,2023-03-30,2023,0,0,0.0,1,0.4286,1,1,0
CUST_0743,Female,24,18-25,Bronze,16,41821.48,9056.15,11,Shoes,CMP_019859,New Arrival,40,In-Store,2023-11-26,2023,1,1,5993.67,0,0.625,1,1,0
CUST_1027,Female,60,46-60,Bronze,21,84227.81,3071.97,107,Perfume,CMP_019860,Flash Sale,20,In-Store,2023-11-04,2023,1,1,2698.41,1,0.6,1,0,0
CUST_0014,Male,22,18-25,Gold,14,420601.18,22018.23,110,Perfume,CMP_019861,BOGO,10,App Push,2023-11-30,2023,0,0,0.0,0,0.2143,1,1,0
CUST_0772,Female,20,18-25,Bronze,43,271870.58,18631.94,69,Dress,CMP_019862,New Arrival,30,SMS,2023-08-27,2023,1,1,12571.06,1,0.5,0,1,1
CUST_0069,Male,28,26-34,Bronze,9,38480.24,5099.15,141,Top,CMP_019863,Seasonal Sale,10,In-Store,2023-03-02,2023,0,0,0.0,0,0.4167,1,0,0
CUST_0646,Female,31,26-34,Silver,1,287250.26,18681.51,141,Top,CMP_019864,New Arrival,20,Email,2023-06-19,2023,0,0,0.0,1,0.2667,1,0,0
CUST_2237,Female,20,18-25,Gold,26,200001.6,23879.07,35,Shoes,CMP_019865,Flash Sale,30,App Push,2023-02-10,2023,1,0,0.0,1,0.3333,0,0,0
CUST_1523,Female,56,46-60,Bronze,51,485146.75,23075.01,142,Coat,CMP_019866,Loyalty Reward,50,Email,2023-07-13,2023,1,1,11247.6,1,0.8333,1,0,0
CUST_1013,Female,24,18-25,Silver,24,139500.63,6309.97,22,Trousers,CMP_019867,Loyalty Reward,20,In-Store,2023-06-28,2023,1,1,5081.71,1,0.5556,1,1,0
CUST_1206,Female,20,18-25,Platinum,32,360552.85,12903.0,10,Sunglasses,CMP_019868,Discount,40,In-Store,2023-01-16,2023,0,0,0.0,1,0.6923,0,0,0
CUST_1058,Female,29,26-34,Bronze,8,374379.99,16056.83,170,Trousers,CMP_019869,Discount,40,Email,2023-11-22,2023,1,1,12362.82,1,0.5385,1,1,0
CUST_1345,Female,29,26-34,Bronze,22,118879.85,24549.69,174,Dress,CMP_019870,New Arrival,10,In-Store,2023-09-27,2023,0,0,0.0,0,0.6429,0,1,0
CUST_0890,Male,21,18-25,Bronze,37,278638.93,12471.55,139,Top,CMP_019871,New Arrival,10,SMS,2023-04-04,2023,1,1,12832.34,0,0.5385,1,0,1
CUST_1543,Female,50,46-60,Silver,40,430029.1,15810.98,149,Shoes,CMP_019872,BOGO,20,SMS,2023-09-16,2023,1,1,13875.51,0,0.5455,0,0,0
CUST_1514,Male,56,46-60,Platinum,14,452462.01,22887.45,150,Handbag,CMP_019873,Discount,30,Email,2023-07-29,2023,1,1,14898.46,1,0.4118,1,1,0
CUST_2449,Male,23,18-25,Bronze,46,165204.57,7676.93,166,Watch,CMP_019874,New Arrival,30,SMS,2023-07-31,2023,1,1,6773.83,1,0.6364,1,1,0
CUST_0828,Male,36,35-45,Silver,39,498012.29,22315.04,111,Shoes,CMP_019875,Discount,30,SMS,2023-06-21,2023,1,1,21805.85,1,0.6,1,1,0
CUST_2479,Male,52,46-60,Bronze,27,230748.59,21198.32,19,Shoes,CMP_019876,Seasonal Sale,30,In-Store,2023-01-04,2023,0,0,0.0,1,0.6667,0,0,0
CUST_1366,Male,25,18-25,Bronze,31,428478.83,20842.14,73,Watch,CMP_019877,BOGO,50,App Push,2023-12-11,2023,1,1,9663.44,1,0.25,1,0,1
CUST_0330,Male,26,26-34,Silver,44,431628.85,17498.8,59,Trousers,CMP_019878,Loyalty Reward,30,Email,2023-07-18,2023,1,1,11125.03,1,0.4286,1,0,0
CUST_1371,Female,25,18-25,Silver,2,628738.89,22839.55,133,Top,CMP_019879,Seasonal Sale,10,Email,2023-02-25,2023,1,1,18236.05,1,0.6,0,1,0
CUST_0930,Male,22,18-25,Silver,25,63246.7,4454.42,83,Handbag,CMP_019880,Discount,20,In-Store,2023-02-09,2023,0,0,0.0,1,0.5714,0,0,0
CUST_1598,Male,54,46-60,Silver,41,286029.68,15511.49,107,Coat,CMP_019881,Discount,30,In-Store,2023-11-14,2023,1,1,14258.31,1,0.6,1,0,0
CUST_0427,Female,47,46-60,Bronze,19,290959.27,17965.92,129,Top,CMP_019882,Seasonal Sale,20,In-Store,2023-05-21,2023,1,1,19329.36,1,0.5,0,1,0
CUST_1423,Male,30,26-34,Silver,2,131683.18,11753.18,131,Sunglasses,CMP_019883,Discount,30,In-Store,2023-06-26,2023,1,1,7636.59,1,0.5,1,1,0
CUST_2113,Male,49,46-60,Silver,15,444032.89,16891.39,143,Dress,CMP_019884,Flash Sale,40,SMS,2023-08-21,2023,1,1,8619.03,1,0.6364,0,1,1
CUST_1661,Female,18,18-25,Silver,33,263818.71,8979.52,60,Top,CMP_019885,Loyalty Reward,20,SMS,2023-01-19,2023,0,0,0.0,1,0.4444,0,0,0
CUST_1646,Female,44,35-45,Gold,33,23553.96,5773.56,114,Top,CMP_019886,Seasonal Sale,40,In-Store,2023-07-13,2023,1,0,0.0,1,0.5556,1,0,0
CUST_1635,Female,59,46-60,Bronze,1,242470.78,8182.79,123,Sunglasses,CMP_019887,Flash Sale,20,In-Store,2023-10-04,2023,0,0,0.0,0,0.5556,0,0,0
CUST_1412,Male,30,26-34,Bronze,5,154641.38,24786.97,5,Perfume,CMP_019888,BOGO,10,App Push,2023-06-17,2023,1,1,19313.25,1,0.4615,1,0,0
CUST_0075,Female,49,46-60,Silver,13,473870.87,24838.69,39,Coat,CMP_019889,Seasonal Sale,10,In-Store,2023-03-23,2023,1,0,0.0,1,0.7692,1,1,0
CUST_2097,Female,60,46-60,Silver,48,177061.78,17188.3,13,Trousers,CMP_019890,Seasonal Sale,40,In-Store,2023-11-04,2023,1,1,9288.27,0,0.8333,1,0,0
CUST_0724,Female,27,26-34,Gold,36,292418.62,14024.75,50,Sunglasses,CMP_019891,New Arrival,10,In-Store,2023-06-20,2023,0,0,0.0,0,0.4167,1,1,0
CUST_0331,Female,22,18-25,Bronze,10,369000.43,16120.23,102,Top,CMP_019892,Flash Sale,50,App Push,2023-12-09,2023,1,1,8342.2,1,0.3846,1,0,1
CUST_1363,Female,20,18-25,Bronze,44,599744.98,21025.32,63,Jewellery,CMP_019893,BOGO,30,Email,2023-07-20,2023,1,1,18693.97,1,0.6667,1,1,0
CUST_1708,Male,45,35-45,Platinum,7,65269.25,2802.02,153,Coat,CMP_019894,Discount,10,Email,2023-03-07,2023,0,0,0.0,1,0.5333,1,0,0
CUST_2462,Female,49,46-60,Silver,13,84060.72,9784.8,100,Jewellery,CMP_019895,Loyalty Reward,30,In-Store,2023-02-04,2023,0,0,0.0,1,0.5833,0,0,0
CUST_1379,Female,49,46-60,Bronze,9,94939.29,5976.1,163,Watch,CMP_019896,New Arrival,30,In-Store,2023-03-22,2023,1,1,4017.91,1,0.5,1,1,0
CUST_0902,Male,18,18-25,Silver,47,78141.36,24695.07,23,Dress,CMP_019897,BOGO,10,Email,2023-12-09,2023,1,1,23129.66,1,0.6154,1,0,1
CUST_0355,Male,28,26-34,Bronze,30,290106.01,17499.31,179,Trousers,CMP_019898,BOGO,40,Email,2023-07-11,2023,1,1,9576.57,0,0.4444,1,0,0
CUST_2139,Male,41,35-45,Gold,37,504944.75,23495.56,103,Top,CMP_019899,Discount,40,Email,2023-11-11,2023,1,1,17193.88,1,0.6,1,0,0
CUST_1672,Female,55,46-60,Bronze,13,56780.69,13243.48,72,Perfume,CMP_019900,Loyalty Reward,10,In-Store,2023-09-13,2023,0,0,0.0,0,0.5,0,0,0
CUST_1511,Female,25,18-25,Gold,37,264698.92,15627.3,112,Jewellery,CMP_019901,Discount,10,SMS,2023-11-09,2023,1,0,0.0,1,0.6667,1,0,0
CUST_1717,Male,56,46-60,Bronze,29,167161.99,24680.65,34,Perfume,CMP_019902,Discount,50,App Push,2023-07-03,2023,1,1,15562.76,1,0.7,1,0,0
CUST_1242,Female,27,26-34,Silver,46,221060.79,14169.37,107,Watch,CMP_019903,Flash Sale,40,App Push,2023-11-17,2023,0,0,0.0,1,0.6667,1,0,0
CUST_1620,Female,41,35-45,Silver,29,297286.93,14475.53,172,Trousers,CMP_019904,Discount,50,In-Store,2023-12-13,2023,1,1,8312.15,0,0.5385,1,0,1
CUST_1048,Male,20,18-25,Silver,38,84021.08,6378.79,169,Dress,CMP_019905,New Arrival,10,SMS,2023-03-01,2023,1,0,0.0,1,0.3571,1,1,0
CUST_1260,Female,42,35-45,Platinum,36,80267.61,19784.65,42,Sunglasses,CMP_019906,Flash Sale,30,App Push,2023-12-25,2023,1,1,12692.29,1,0.4,1,1,1
CUST_1858,Female,60,46-60,Silver,28,580032.82,20061.71,49,Watch,CMP_019907,BOGO,30,SMS,2023-10-21,2023,1,0,0.0,0,0.6,0,1,0
CUST_1745,Female,55,46-60,Bronze,8,278818.32,16696.84,117,Dress,CMP_019908,Loyalty Reward,20,Email,2023-08-19,2023,0,0,0.0,1,0.6667,0,0,1
